,comments
1094,Regarde le tee shirt RHDP qui a tout fait pour sortir dans la vidéo éeeeh..!
1095,"Vous voyez dans les commentaires comment les gens sont en train de vous descendre a cause de manque de respect qu'ils ont eu a recevoir chez vous non ? Et pas qu'une seule personne en plus, très bien, continuez comme ça, ça va vous surprendre quand ça va vous laisser"
1096,Une go tres gonflée . Toujours sur la defensive kpaaaa
1097,Bonsoir soeurette c est bebo j ai fréquenté à anoumabo avec ton frère Roger voici mon numéro 0721496029 appel moi si te plaît
1098,"Votre nourriture cher avec le son de chette
on a bougé"
1099,"Evan's Emian
donc tu peux payer à distance depuis Bouaké"
1100,Affaire de nerveuse que je vois en commentaire la moi c'est mon totem hein donc tchèè c'est mieux je vais pas arriver là-bas
1101,La tata est très nerveuse inh tchiaaa ms c'est très bon
1102,Les meilleurs plats de baby
1103,"Nous qui sommes à marcory nous traversons souhaiiiiiiii ,et partons mangé au social affaire de poisson qui fait caution de maison à Beago nous ne sommes pas dedans la vie ici est déjà dure comme ça.. après il faut reconnaître que nous ne sommes pas la véritable cible"
1104,Je ne savais pas qu'elle souriait chiaaaaaaa
1105,"Chez tantie Alice
c’est toujours une bonne idée et toujours avec beaucoup d’appétit"
1106,"Ah ça, Bonne commerciale de ORANGE Money.
Félicitations."
1107,"La femme celle là slmn elle est trop sur la défensive.....
Un jour elle. A voulu lever le sur moi façon je l'ai regardé de haut en bas la
elle a su que c'est l'argent lion meme je suis venu manger avec sa meme
elle c'est calmé souaii"
1108,Poisson 6 millards
1109,Son piment est top
1110,Mw depuis 2010 je suis sur mon même numéro orange
1111,Maître Gim's est allé manger là-bas de passage à Abidjan
1112,Wanin youzancompliqué donc IL faut revoir sa sinn onva se deshabiller anzou
1113,Mon quartier
1114,C’est pas mon coeur qui est là là. Ma rivale d’amouuur
1115,Gloire à Dieu on va pas au champs avec Fago
1116,Même si mon ex appelle imam ou évêque pour me demander pardon l’argent ça là je donne pas
1117,"Si Dieu veut me soutra en passant par mon ex, qui suis-je pour désobéi à la volonté de Dieu"
1118,Ya pas retour
1119,On va pas au champ avec fargot
1120,"Ex ne se trompe jamais, c’est toujours prémédité
Le gars qui veut envoyer 800frs là, son goumin est faramineux hein"
1121,Ngotta tu es bête comment même mdrrrr le Pasteur t'a fait quoi
1122,"Wassa Konate
je t’écoute"
1123,"En toute sincérité,je retourne son argent un point c'est tout. Merci"
1124,J'ai fait effort pour l'envoyer 800
1125,Gloire à Dieu
1126,Elle m'a débouché car c'était un contrat à durée indéterminée
1127,On ne va pas au champ avec fagots
1128,Jamais jamais jamais
1129,Ko orange bonjour votre correspondant ne peut être joint
1130,Je peux faire l’effort
1131,Dans 100 mil vieux tu vas l'envoyer 800 f
1132,Orange bonjour votre correspondant ne peut être joindre
1133,Est ce que on va s'en sortir
1134,"Réconciliation, si elle veut hein...
Elle pensera peut-être que c'est définitive, mais pour moi, c'est juste pour une semaine.
Je mougou jusqu'à ça me suffit, je l'engoise pour quelques centaines de milles supplémentaires, puis, je romps avec elle à nouveau, et je prends fuite...
@à la une
Orange Money
Orange
Orange Money
Junior officiel
Junior Tinti"
1135,Ok je me trompes aussi et j'invite mes amis pour venir boire
1136,Crédit sur pketou on laisse pas
1137,Je lui renvoie
1138,https://youtu.be/Jb0l1YT4QDE?si=uFeeKZa1KsvK5DFJ
1139,C'est la vérité
1140,Je me trompes aussi et puis je bouffe ça olalala
1141,Je ramène tranquillement
1142,Ko on ne va pas au champ avec fagots
1143,"Maira
Dosso je t'ai reconnu"
1144,Ont va pas au chant à fago
1145,Le crédit de ça là on finit pas de payer
1146,Si elle a ses nex comment ?
1147,"Elle va payer le vin
Ange Marlon Boly"
1148,C'est tout
1149,"Je peux faire l’effort de lui envoyer 800
Dans 100000 tchiaaaa"
1150,"C'est mon argent
qu'elle a gardé, donc je reprends et je fais perdre ma puce pas exprès pour ne pas qu'elle m'appelle et après j'en profite bien avec des poulets et des bières
Orange Money"
1151,800f comment même
1152,Un tour sur mon profil
1153,C'est môgô qui dit qu'il peut faire l'effort de lui envoyer 800f qui est le plus mauvais dans tout ça la tchiaaaa
1154,Je lui ramène son argent avec les frais en plus.
1155,Je vais faire l'effort de lui envoyer 800frs dans 100000frs c'est la partie là même qui va me Dja. Tchiiiiaaaa
1156,Pays là est trop doux!
1157,Ahhhh mon frère Jean Claude
1158,On va pas au champs avec fargo
1159,"J’ai reçu un message de la part d’Orange m’informant qu’il n’était désormais plus nécessaire d’utiliser une carte Visa pour effectuer des rechargements iTunes, car cela était désormais possible via Orange Money.
Mais quelle ne fut pas ma surprise, après avoir finalisé mon achat 17.100 F et avoir été débité, je constate qu’Orange m’indique qu’il n’était en réalité pas possible d’utiliser ce rechargement iTunes en Côte d’Ivoire. Et pourtant, ce message m’a bien été envoyé sur ma puce Orange ivoirienne, alors que je réside en Côte d’Ivoire.
Est-ce ainsi qu’Orange traite ses clients ? À vous de juger .."
1160,Svp cela fait plus de 2 ans que je cherche à devenir un agent orange money pouvez vous m'aider
1161,Je peux faire l'effort de lui envoyer 800 ah tchai
1162,C'est mêmechose
1163,Lui même dir orange bonjour
1164,Je vais faire l'effort de lui envoyer 800f comment même
1165,Le gar dit même si sont pasteur à déposer un hors jeux de millions lui il vas volé ça lol
1166,Même moro
1167,modiaïsme de oufffff
1168,Tchiéeee
1169,Votre correspondant ne peut être joint
1170,Tous les ivoiriens sont des drôles
1171,Ces la reaction de fin qui me retient ici
1172,Ooon ramèneeee pas
1173,Ahiiii JC comment 800frs mdrrrr
1174,Ma fin ma kill
1175,"Orange bonjour, votre correspondant ne peut être joint merci de rappeler ultérieurement"
1176,"Hummmm même 50fr je vais pas renvoyée , dans tout son répertoire c’est sur moi mon numéro elle va ce trompé quoi ? En tout cas prochainement elle va bien voir"
1177,Forcément je retire rapidement.
1178,heee mon oncle claude
1179,800 dans 100000 tiaaaaa
1180,J'ai besoin de mes puces orange money j'ai fait la demande ça va faire un an maintenant ahiyaaa c'est trop exagéré de votre part.
1181,"Mais envoyé les bonus
mainan où bien"
1182,"Le pass MAX IT 2GO à 500F est devenu 1,5GO à 500F sans aucune communication
Ouais Orange n’a aucun respect pour ses clients"
1183,Merci à vous
1184,Merci pareil à vous
1185,Merci bien.Idem...
1186,Merci beaucoup
1187,Merci meilleur à toi 0m
1188,"Bonne fête à
Orange Money"
1189,"Merci
Orange Money
y"
1190,Ah super kpoleessou chez moi .
1191,Aka Fils
1192,"Orange Money
le CM tu es de kpôlessou ?"
1193,"J'ai fait une demande pour avoir des puces orange money depuis le mois de juin jusque là rien. Pour avoir de simple puce l'homme doit patienter pendant un an ou quoi ?? Orange ci. Orange ci, orange ci je vous ai appelé combien de fois??"
1194,"Avec Orange, tu payes ton ticket et on te redonne ton jeton. Orange, c'est le meilleur."
1195,On a compris
1196,Le nom de mon village fait quoi ici ?
1197,"Si tu as raté les tickets là c'est pas gâté hein, dimanche qui vient là, rdv à l'Internat pour te rattraper.
Paies ta consommation via OM, peut être qu'on va t'offrir ça cadeau, sans bruit
."
1198,"Davy Soro
dja c'est
Corcher Kouassi
le CM de Orange Money... Voilà Kpolessou sur nous maintenant"
1199,Service tiktak passe pas c'est le problème depuis hier je ne peux pas épargné
1200,"Kouadio Camille N'guessan, village béni tagué les."
1201,Il a fallu l'avenue de wave
1202,Tu sens que c'est chaud dans pays là..... Tchiaaa
1203,Depuis 2016 j'utilise Orange et je reste fidèle à Orange connexion stable appelle sans interférences et surtout les paiement sont très facil avec Orange money et sécurisé Orange mon combat
1204,Vous vous promenez vers où comme ça !?
1205,Ceux qui ont trouvé la bonne réponse ont reçu dépôt maintenant s’il n’ont pas om c’est comment ?
1206,Et les 100f de timbre qu’on nous prélève
1207,"Il faut être dans le domaine pour comprendre qu'Orange n'a jamais volé sa clientèle,au contraire wave profite de tout le travail qu'orange a mis en place. Avant tu envoyais l'argent dans car espérant que les braqueurs ne vont pas opérer ce jour là,mais grace à orange il y a eu un changement . C'est pareil avec la venue de Wave .c'est ça qu'on appelle le progrès ou évolution, ivoirien."
1208,Moi je suis wave. Non bougé
1209,Restez concentré svp!
1210,Ahi chacun a sa grâce comment même
1211,Walaye si ya pas dohï dans affaires de orange là voilà moi blessé ici envoyé moi 15000fr seulement je vais voir quelques choses
1212,On te transfert ce qu'on te propose
1213,Avec l applications rien ne quitter la sur mai avec le code moin 100f si le montant dépasse 5000f
1214,Venez à port bouet oub on se défendre
1215,K'o faut pas mettre dans histoire de chacun à sa grâce hein.
1216,"Orange Money RDC
Meilleur réseau fiable sécurisée"
1217,Venez à Bouaké
1218,Précisez que transfert avec frais
1219,"#DohiBala hein, ils continuent de nous volé"
1220,Bravo orange money
1221,Pourquoi moi je vous ai pas vue ahh orange quoi vraiment dohi tala
1222,.tu ve faire retrait à Adjame j'ai pas dit tout Côte div
1223,"Moi et orange Money c'est Fini
dès voleurs"
1224,Venez a Yopougon
1225,Orange le meilleur réseau. Merci
1226,Félicitations à Orange. Merci la concurrence
1227,Eeeeh texté moi aussi si j'ai pas fini vos djê là changeron
1228,Le dernier il calculait quoi ?
1229,"Orange Money
pourquoi les gars qui nous font retrait nous volé comme ça pour retirer 3000 ou 4000 ils nous demandent encore 100 plus les frais qu'Orange coupe on pert en tout 154fcfa pour retirer 4000"
1230,Alexandre hein
1231,Je n’arrive pas à télécharger l’application
1232,Quand ce sont des jeux comme l'homme tombe sur vous hein
1233,Pourquoi l'homme tombe pas sur les wee conhann même
1234,Accause de t-shirt orange n’est plus chers Yfy dans 3 jrs ont veras
1235,"Un montant plus de 5000 francs enlève le fameux timbre de 100 sur la somme reçue.5050=4950 francs.
11110=11010 francs."
1236,"Merci à Orange pour sa proximité avec la population et pour la joie qu'elle apporte dans nos cœurs
."
1237,Orange mon combat
1238,"Le vieux pensait qu'en disant 50.000fr il allais recevoir sa
sinon transfert 5000 peut pas devenir 50.000 vieux"
1239,"Attends il peut pas recevoir 5000 fR mais plutôt 4900fr vu qu’il y aurait les 100 fR de timbre que sera retiré, normalement tout dépôt à partir de 5000 fR et plus il y’a 100 fR de l’état qui est prélevé"
1240,"D'accord. C'est très simple. Si le paiement de quelqu'un d'autre ne te convient pas, il faut devenir ton propre Boss.
Par la vente ambulante, tu deviens ton propre Boss.
Chose qui n'est même pas compliqué:
Prend ton produit , circule dans les quartiers, présent au gens ce que tu vends, le client négocier et vous tombez sur un prix qui arrange tout le monde et c'est gagné.
Avec ça tu rentres chaque jour avec minimum 5000 FCFA de bénéfices.
Et c'est quelque chose qu'on peut débuter avec Zéro 0 FCFA."
1241,Tu avais raison hein
1242,Toi la tu fait exprès oubien Ko moi je pensais que orange ils étaient cher tchruuuuuu
1243,Affaire d'argent est chaude dans pays.
1244,Moi je peux pas jouer à ça je vous dois
1245,"Numéro 1 en CI
Fiabilité eza"
1246,Il dit chacun à sa grâce c'est matin
1247,J’ai raté
1248,"Yf on a compris mais
Wave Côte d'Ivoire
a trouvé la solution depuis maintenant associé vous nous on vas pouvoir souscrire tranquillement"
1249,Vous passez kan devant ma porte
1250,FÉLICITATION À ORANGE MONEY
1251,C'est dohi
1252,"C'est aujourd'hui que vous allez trouver que Orange n'est chère ??
On dit merci à wave , seulement qu'ils n'ont pas de puces pour le moment"
1253,Chacun a sa grâce c’est matin
1254,Chacun a sa grâce hein
1255,C'est fanta
1256,Les élément du BTP San Pedro complet!
1257,"Celui qui a dit qu'il va recevoir 50000 est mon oncle hein
Adama Tioté
le vieux tu as zayé hein"
1258,"Al-zida Cra
Kessia ils n’ont qu’à venir nous pose question aussi oubien"
1259,Nous qui sommes à Abidjan vous ne venez pas me voir Orange Money
1260,"Huum l'argent kado
Orange"
1261,Dans ça là enlève truc des artistes là dedans
1262,J'ai raté
1263,Félicitations aux gagnants
1264,Pour tout montant supérieur à 5000f automatiquement on vous préleve 100f pour timbe
1265,Sa va rester 10999
1266,Le dernier c'est dougoudigui de San pedro même
1267,"Orange moi depuis 2006 j’ai numéro Orange mais jamais rien reçu
Pffff"
1268,Venez a padiegnan aussiiii ohhhh je vous aime trop Orange ci
1269,Orange n'est pas chère quoi ok
1270,"Vous êtes où je viens vers vous le pays a besoin a
Besoin de OM !!"
1271,Des voleurs comme ça moi c'est wave que je kiffe
1272,Je vous attend
1273,Heee venez à Gonzague
1274,"Mais vous êtes où même, l'homme es calé on vous voir pas."
1275,Vos kb finissent trop vite et puis vous êtes avare en bonus
1276,Mon ami Alexandre
1277,Dieu merci que c'est orange même qui veut des réponse ne force les gens
1278,"Un transfert d'argent c'est sans timbre par contre effectué un dépôt dans une agence orage monnaie, les frais de timbre s'élève à 100f
5000f c'est 5000f juste
5050f tu reçois 4950f"
1279,Venez à baby orrrr nous sommes tellement varan actu
1280,"Souvent tu es en mode gratuit
Tu es obligé de lire les commentaires
Pour te mettre a jour ,de voir de ce qu'il s'agit et commenter quand même
Salut collègue"
1281,"On ne tombe pas amoureux de son violeur !
#Dohitala"
1282,Genre 0f frais
1283,"Il est vrai qu'on reçoit exactement le montant déposé mais il faut signaler que c'est pas le même montant qu'on peut retirer. Lors du retrait, il y aura un prélèvement de 1% comme cela se fait par les autres opérateurs. Pourquoi donc occulter ce fait dans votre vidéo ? Pour rappel, c'était pir avant l'avènement de Wave."
1284,Djo c est matin hein chacun a sa grâce hein
1285,Vieux qui a dit 50.000F là c'est parce que 5050 peut pas résoudre son problème.C'est plutôt 50.000F qui peut créer quelque-chose
1286,Venez à bassam no
1287,Merci beaucoup orange
1288,Aujourd'hui j'ai fait dépôt 5000frs j'étais obligé de payer les frais
1289,Heee beauté deh
1290,Huuum vous aussi avant vous ne nous avez pas loupé hein !!! Pour envoyer 100mille ont payait 7mille comme frais. Eeeeh
1291,Il ya une agence devant la cité NAWA à yoougon apres le cemeau route de DABOU qui prends 100 à chaque transaction.
1292,Donner votre position à la veille ow
1293,Moi je veux ouvrir un coin Orangemonaie mais je ne sais pas la procédure ???
1294,Orange nous fois la merde actuellement je suis allé pour retiré la puce de ma maman on me dit qu'il peuvent pas retiré la puce Sans le propriétaire alors que ma maman à 65 ans actuellement et j'ai fais 35km pour retiré la puce soyons des humains sinon que Orange risque de perdre beaucoup de ses clients
1295,"Si ce n'est pas wave qui est venu nous sauvés, pendant combien d'années orange nous volais"
1296,Alors qu'on nous coupe 100 f
1297,Orange venez à ANYAMA aussi aaah
1298,Des millions
1299,Même aujourd'hui ya des points qui exige 100f
1300,et poukoii d'autres agences nous coupe juzka 100fr
1301,Haaa vous avez dit ça aussi.... Iyooo
1302,Vous êtes où moi mm je vais me déplacer vers vous comme depuis là vous ne voulez pas arriver vers moi là
1303,Omo stp vient donner pour moi hooooooo
1304,C'est où vous faites et puis vous ne tombez pas sur nous aussi là
1305,Vous êtes où et puis je n'ai encore croiser personne là
1306,"Orange Money
et nous qui sommes à Bouaké ici là ? Ne triez pas les Villes"
1307,"Humm n'oubliez pas numéro orange Ho plus de 10ans heinn calé , jusqu'aujourd'hui"
1308,"Anicet Goprou
voici ton element"
1309,Les vieilles personnes quittés
1310,Genre katiola ces pas ville aussi nnous ont tuer avec orange
1311,Venez à Agnibilékrou aussi vous avez compris.
1312,Viens me poser la question avec 201500fr hé Pardon
1313,Wep faut croire hein.... Après nous avoir tant volé #ORANGE cherche à distraire
1314,Merci infiniment excellente journée à toi
1315,Loi j'ai pris du carburant et payé par wave biiim j'ai reçu 5000f chaud je wai wave tu es l'homme
1316,Ya quelque chose dans leur main qu'on voit pas mdrrr
1317,Aïe mais vous êtes où ?
1318,"Quand c'est ces genres de choses,on ne tombe jamais sur nous aussi hein. Mais c'est où on pose question pour te mettre dans difficultés dans pays là, voici micro trottoir sur nous maintenant"
1319,"Pour moi, le numéro 1 c'est Orange Money avec son service Orange Banque
.
Merci infiniment."
1320,Ceux la faut pas ils vont tomber sur moi un jour
1321,Venez faire ça ici à abobo on va tout prendre
1322,Hummmm
1323,En tout cas vous avez bien choisi le son c’est dohi talalé même
1324,Ils ont tous oublié timbre 100 fr au dela de 5000 fr
1325,Vous venez quand à Gagnoa ???
1326,Augmenter encore
1327,"Yosso Edouard Ramses Yao
eeh mon frère tu as raté"
1328,« Non chacun sa grâce c’est matin »
1329,Le taux de retrait est passé à 1% au Burkina Faso
1330,"Orange a voulu se jouer les mâtures, La Conspiration dit c'est foutaises.
#OrangeestLà"
1331,Orange Money vous venez quand aboisso plus précisément dans mon si beau village ayenouan ?
1332,"Orange Money
est entrain de faire son marketing, vous avez pris affaire de wave pour charger. Eeeeeeh
Attends que wave vienne faire pour lui aussi."
1333,Mensonge
1334,Alex je veux ma part de 5000 là aussi
1335,Y a des vieux là ils sont dans la multiplication d'argent
1336,Il reste 1000fc seulement dans sa poche hein
1337,"Venez à Touba aussi, on vous attend ici"
1338,Moi je vous attends à Bouaké posé moi question de 100000f Hein
1339,On vous trouve où ?
1340,Alexandre hummm DC ta eu 5000fr
1341,11010fr car l’état prélèvera 100 fR de timbre
1342,Votre affaire de frais est trop
1343,"Merci à vous
Orange Money
jai la joie au cœur même si cest pas qui ait reçu la somme"
1344,Vous êtes vers où comme ça
1345,On attend le tour de canal+
1346,Chacun a ça grace sais matin
1347,Le vieux à besoin de 50000
1348,Vous prenez plus timbre 100frs pour les montants supérieurs à 5000frs
1349,Vous vrai ma motivation heee
1350,arrivé au tour du gar comme ils savent qu'il va gagné on diminue pour lui demander ko 5000f
1351,"m, importante quoi"
1352,100 fR de timbre là fhoum souvent ça fait mal mais c’est le gouvernement oh
1353,"Quand c’est des wé cohan ils tombent jamais sur moi
Orange Money"
1354,"Amusement à Part la question est dosée hin
alors que c’est simple .ps pour moi, c’était pour déduire les frais en même temps ￼"
1355,Affaire de payer 100f là puff ...
1356,Super félicitation à orange Côte d'Ivoire
1357,Un grand soulagement
1358,Orange il y a pas réseau pour vous
1359,Je vous présente mes mécontentement les plus sincères on m'a débuté hier pour le rechargement cie pas encore reçu le code
1360,Le Liberia fait-il parti de ces 40 pays?
1361,Amen seigneur je crois merci
1362,Je confirme
1363,Orange votre application Max It là fatigue hein avec son histoire de vérité vôtre connexion même si ta 20gigas si c'est comme ça on veut notre ancienne application orange
1364,"Waouh, depuis plus de 40pays ? Alors Orange Money multiplie nos affaires !"
1365,"Orange Money
merci j'ai reçu ma part."
1366,Orange money stp trompé vous un jour le pays es très chaud
1367,"Moi je voudrais savoir pourquoi les bonus de jeudi sont arrêtés...? Merci
Orange Money"
1368,"Vous n'avez aucun respect pour vos client, au moins envoyer un message pour informer les clients avant de suspendre leurs comptes. J'ai identifié ma puce avec la pièce de mon père, on demande de venir avec celui qui a identifié mon compte pourtant il est incapable de se déplacer en ce moment, je fais comment"
1369,Forcé ça djô
1370,"Orange Money
je n’est rien compris tout d’un coup mon compte est bloqué"
1371,Tres tres
1372,Vous venez a peine de suspendre mon compte pourtant j'y étais pour la régularisation j'ai besoin d'assistance Orange
1373,"Bonjour Orange Money,
Depuis le mois dernier, après l'annonce des résultats du jeu, nous n'avons toujours pas reçu les dépôts prévus."
1374,Pour nous n'a pas encore djô. Donc Orange est là
1375,Nous voulons savoir à quand nous serons récompensé pour le Quiz du Mois de Mars.
1376,"Orange Money, êtes vous sérieux là ? Je dois me rendre à l'hôpital pour les soins d'un frère. Je tente de consulter mon solde, je reçois un message sous prétexte que mon compte est bloqué qu'il faille que je me rende en agence pour je ne sais quelle raison. Vous payez le transport des gens ? J'ai de l'argent sur le compte par respect vous auriez dû m'envoyer un message avant pour me prévenir de la suspension et les raisons... Si vous avez touché mes 5f encore sur OM c'est que vous m'avez gbasse tchrouuu vous vous foutez de la gueule des gens."
1377,Moi je veux déplafonner mon compte je vous écrire en privé mais toujours pas de réponse de votre part
1378,"Bonjour Orange Money,
Depuis le mois dernier, après l'annonce des résultats du jeu, nous n'avons toujours pas reçu les dépôts prévus.
Bonjour Orange Money,
Depuis le mois dernier, après l'annonce des résultats du jeu, nous n'avons toujours pas reçu les dépôts prévus."
1379,Jusque là personne n'a reçu sa récompense du jeu Quiz du 08 Mars passé. Orange money ya t-il un soucis ?
1380,"Orange Money
y, les résultats de la chasse au trésor sont pour quand svp?"
1381,"Compte où il n'y a rien là,on va faire transfert comment ? ""Ko"" mode Agni"
1382,Suspension de compte sans raison et vous rigolez ici
1383,"Orange Money
maudiaaa va sortir dans commentaires hein"
1384,Ahhhh 454 mon combat hin
1385,Vraiment hein
1386,HAIDARA cause avec ta Grande sœur hein
1387,Gagaaaa nous les avions besoin aussi du 454
1388,La Braise
1389,"Braising Girl
bonjour madame une pensée pour une maman sptive des vivres svp"
1390,Waiiiih la braise aiiiie un peu hypocrite comment co on sait que ça va pas durer hummmm
1391,La braiiiiiiiiissssse toujours
1392,Ma fille sous bénie je suis mère de 58 ans votre émission m'intéresse bcp soyiez bénis
1393,Moi ce sont tes boucles d’oreilles qui me retiennent ici.
1394,Bon conseil ma tata brasing
1395,Raison pour laquelle tu es marié là thruuuuuuuuuuuuuu
1396,"Tu n'es pas mon genre genre pas Fini
elle est assis dans foyer de sa petite sœur STP je veux l'argent pour payer savons pour me laver"
1397,"Si le doigt ne te satisfait pas, écarte bien et met la langue
C'est comme ça qu'on déguste le yaourt en boîte"
1398,Inès trop courte aussi
1399,"Braising Girl
qui fait le nettoyage chez toi ???
Moi aussi j'ai besoin de manger et de goûter ton argent.
Je viens nettoyer quand ???
0717060845???"
1400,"Avec +454 la vie change
Avec +454 , se rapprocher de l’essentiel"
1401,Vérité ma soeur
1402,Mais pourquoi vous devez être forcément hypocrite même les femmes quant il s'agit des hommes !!!
1403,"Bonsoir ma belle chérie
TU vas bien merci bon samedi
je suis jackis merci"
1404,La braise fallait faire la pub de wave. Orange avec leur 100f on doit donner pour retirer son argent là m'a fait ne plus l'utiliser
1405,Ex que conseil ça là c’est pas de l’anarque
1406,Jai aimé le 454
1407,"Orange
qu'est-ce qui est concret le dôhi?"
1408,"La mère, j'espère que Abou sera au debrief ce soir. Malgré qu'il n'a pas matché"
1409,belle soeur gouvernementale
1410,"Je maîtrise trop affaire de remboursement la
Tchiii je paye quelque chose pour toi
Tu vas penser que c’est mon propre argent mais le lendemain ce qui vas suivre là laisse tomber papa"
1411,TCHIAAAAA!!!!
1412,454 c'est kw
1413,Il faut parfois être hypocrite c'est la partie là qui me tue
1414,454 c'est la base hein
1415,Manciii
1416,Est-ce que toi même là tu es fière de ce que tu viens de dit là
1417,"Braising Girl
comment appeler pendant l'émission si ont dans un autre pays"
1418,On peut faire ça ?
1419,"454 c'est code de prêt ,j'ai lue entre les lignes"
1420,"Braising Girl
ça c’est malhoya vrai vrai mm"
1421,orr j‘aime trop cette tata
1422,Tu maîtrises pub
1423,Affaire de remboursement là j’ai secret de sa je paye un cadeau tu rembourse en double sans le savoir
1424,Salut tata braising je t'aime bouaucouq
1425,Bonjour Inès Aidara!
1426,Crédit pour faire cadeau! Tu es sérieuse là ?
1427,La dame me plaît bcp
1428,454 là c’est quoi tata
1429,La marmaille
1430,"Tu donnes vraiment
elle du conseil mais j'espère que vous pratiquez ça"
1431,Tu as tué
1432,"Ma voisine à le secret de ça .. elle est enceinte
et va au rendez-vous chaque semaine
avant-hier son mari lui demande j'espère qu'il n'y a pas de problème sur la grossesse,, elle non pas de problème mais comme c'est très gros juste pr vérifiée
elle prend 12000 chaque semaine pr le rendez-vous"
1433,"C'est quelle histoire de crédit pour faire cadeau ! C'est forcé de donner cadeau si on n'a pas les moyens ??? Je comprends que tu veux faire Pub pour renflouer ta poche, mais sachons raison garder et éviter de pousser les gens à s'endetter inutilement"
1434,454 on voit pas et ils veulent pas qu'on se fâche aussi
1435,"Crédit pour faire cadeau
attend qui va payer ça"
1436,Viens vers moi je veut prendre toutes tes boissons en charge
1437,Restées concentrées...la fille ci
1438,"La BRAISE prend deux bouteilles de ""Veuve CLICQUOTE"" là bas je viens gérer"
1439,Tu me fatigues avec toi
1440,Ma Star préférée
1441,Gros nez
1442,+454 le munero que j aime le plus ds ma vie
1443,C est les paires de lunettes qui me retiennent ici
1444,Ne par dormi fâcher là ce n’est pa facile deh souvent même fai violence sur toi meme pour fai le premier par faut voi malin du gar avec foutesse en bas
1445,C'est pas sérieux ça
1446,La braise sait faire la publicité oh
1447,"Tu as fondu un peu heinn ""la braise "" !!!"
1448,"En matière de placement de produit
Braising Girl
est la meilleure elle trop créative sans le dire elle fait la pub gravvvvve félicitations"
1449,YE VAIS ALLER PRENDRE CREDIT POUR FAIRE KDO ....TCHIEEEE VIELLE MERE
1450,"Moi j'aime ta manière de parler et de faire mm en gros... tu est sympathique, mais ont peut jamais vous voir facilement aussi pour s'inspirer de vous et prendre des conseils..."
1451,Humm
1452,"Patriote restons serein
Ces dieu ki fait notre palabre
Viande ki à duré dans congélateur tu peux jamais mangé sa un coup...."
1453,Souvent il faut être un peu hypocrite on sait ce que ça ne va pas duré
1454,"Le bonheur avec +454
Yé peux jahiiinn être fâché"
1455,Joli lunettes
1456,Conseil ça là honhon
1457,Jamais concentré
1458,"Le cri du peuple
Le peuple ivoirien souffre, la misère enchaîne nos jours,
Pendant qu'en haut, ils festoient, s'achètent des villas et de beaux tours.
Plus de 150 millions pour une voiture, une maison,
Pendant que le peuple s'épuise sous le poids des saisons.
Les rues crient famine, mais ils n'entendent que le bruit des moteurs,
Leurs copines dorment dans le luxe pendant qu'on vit nos peurs.
Nos écoles manquent de tables, nos hôpitaux manquent de soins,
Mais eux trinquent au champagne en méprisant nos destins.
Ils en foutent de nos cris, de nos pleurs, de nos rêves,
Nous, on survit, eux, ils volent, sans honte, sans trêve.
Les marchés sont vides, les assiettes sont sèches,
Pendant qu'ils se gavent, notre faim se fait vengeresse.
Mais un jour, la voix du peuple sera plus forte que l'or,
Plus forte que leurs mensonges, plus forte que leurs décors.
Car l'injustice est un feu qui finit par exploser,
Et ce jour-là, c'est eux qui auront peur de régner
N'oubliez pas de vous abonnez"
1459,"Braising Girl
moi même je suis fan de toi depuis longtemps"
1460,Jolie femme
1461,Et puis crédit là c'est moi qui vais rembourser après ?
1462,Effectivement
1463,"Voilà conseil
Ramatou Delaure Epse Coulibaly"
1464,Soro Rose Margueritte
1465,mdr
1466,Là belle sœur de Kibert
1467,Merci pour la Pub du meilleur opérateur mobile !
1468,"Qui vas rembourser crédit là ?
Pkaaaaa"
1469,"Wave Côte d'Ivoire
qui apaise bien le cœur , 454 nous a trop volé"
1470,Bleu bleu je peu pas me fâché
1471,"Tu as raison la braise.
Moi même j'attends lui qui va m'envoyer le 454."
1472,"Miss Aïdara ,tes verres te vont bien ."
1473,"Ma femme braising en Côte d'Ivoire
Bientôt notre vrai match."
1474,Salut
1475,C'est garçon qui ne mérite pas le 454
1476,"Guigui Calle
merci pour la monture"
1477,"À défaut du 454, le pingouin"
1478,"Bonjour à tous et à toutes.
Pour tous ceux qui utilisent un numéro orange marchand (le code QR) que les clients flashent.
Sachez désormais que le commerçant ou l'entrepreneur paye les frais de retrait lorsqu'il veut avoir de la liquidité.
Lorsque les agents de orange sont arrivés à la boutique, ils nous ont fait savoir que, on ne paye pas de frais ni pour les retraits ni pour les dépôts.
Et aujourd'hui après deux ans d'utilisation, on constate que orange nous prélève des frais au retrait pourtant s'est un compte marchand qui est différent du compte orange money.
Et l'agent orange, au bout du fil, nous fait savoir qu'il prélève à partir de 300.000f CFA.
Vraiment orange vous êtes fort dans l'*a*nar*que.
Vraiment faîtes très très très attention à vous."
1479,"Orange Money
Je me poses la question si c’est exprès vous faites , vous ne faites pas de bonus de connexions gratuites même si l’on consommes 99 millions fin du mois malgré ça l’on recharges sa connexion internet
pour se distraire à faire ces choses , vous avez des problèmes de connexions à chaque fois c’est vous , c’est quoi votre travail dans l’agence au juste ?"
1480,Toujours avec OM
1481,"Orange Money
c’est l’amour de ma vie avec lui je suis en sécurité
je t’aime
Orange
Orange Bank CI"
