,comments
1070,A quand pour la SGBCI
1071,SGBCI svp
1072,Svp diminuer les frais de l'abonnement canal+
1073,J'ai pas encore eu ma carte visa
1074,"Wave Côte d'Ivoire
laissez affaire de banque là a côté
Chaque 30 min je vérifie pour voir si Visa s affiche mais toujours kedal"
1075,"Wave wave wave je te vois venir
Les guichets automatiques risquent de disparaitre on dirait
Tchiéééééééé ça sera doux dêh"
1076,Es ce que je peux faire aussi ?
1077,"Wave Côte d'Ivoire
essayer d’ajouter GT-BANK aussi à vos banque ça va nous faciliter à nous les clients svp merci"
1078,Ont veux aussi entre wave Bank Of Afrca ( BOA)
1079,AFRILAND FIRST BANK on attends toujours hein.
1080,Pourquoi vous ne décrocher mes appels ?
1081,Vraiment merci a wave ci
1082,Wave ox et ma carte visa la c'est ça j'attends depuis la inn merci je vous aime
1083,Merci de nous avoir enlevé de la main du lion
1084,Nous en attendons plus encore de vous ! Vous avez apporté un souffle nouveau au paysage money transfert et nous espérons vous voir pourquoi pas dans le système bancaire ivoirien qui est devenu obsolète fasse aux véritables besoins des jeunes entrepreneurs que nous sommes. Notre climat bancaire n'est pas du tout favorable à l'éclosion de champions nationaux et c'est bien dommage. Nous luttons et espérons qu'un jour une offre audacieuse comme la vôtre viendra décrispé notre paysage bancaire par des solutions porté sur la viabilité des projets et non les garanties de remboursement. Merci Wave Côte d’Ivoire
1085,Vraiment merci wave
1086,Merci à vous aussi
1087,"Les cadeaux qu'on gagne lorsqu'on fait un paiement via wave, si je vous ai fait quelque chose, pardonnez-moi.
Je suis fatiguée de 50 frs, pourtant je suis à l'étape 40.
Je vous demande merci"
1088,"Grâce à vous nous sommes en sécurité avec notre argent merci de nous avoir sauvé merci beaucoup
soyez toujours béni depuis votre position. AMEN"
1089,"Vous êtes en train de crier ma carte ma carte là
On espère que c'est pas juste pour faire genre hein
Comme ça apparaît chez ton collègue tu veux forcément pour toi aussi
Wave Côte d'Ivoire
dit de patienter
Continue d'utiliser ton ancienne carte Visa en attendant pour wave"
1090,Svp la carte visa virtuel sert à faire quoi ?
1091,Il reste puce l'eau et courant merci
1092,A cause de Wave je pleure de joie. Merci merci merciiiiiii. Vous êtes nos sauveurs
1093,"Les problèmes que les voisins disaient impossible de régler ko vient à l'agence ( tu vas le matin pour revenir le soir) wave te regle sa en un lap de tps et au téléphone
. Merci pour tout."
1094,"Bonsoir à la direction de wave Côte d'Ivoire depuis je ne reçois pas ma carte
visa prépayé wave dans l'appli wave je vous demande de faire cela s'il vous plaît."
1095,Merci a Wave
1096,"Ma carte est tombée, Au-revoir Djamo. Sans frais aller retour.
Merci Waveeee!!!!!!"
1097,"Wave, merci"
1098,Wave sort toujours dans dos merci pour ma carte virtuelle
1099,Merci aussi wave CI
1100,"Merci infiniment, que Dieu continu de bénir et de faire rayonner davantage votre entreprise"
1101,"Infiniment merci
Wave Côte d'Ivoire
pour ma carte
virtuelle.
Comme on le dit : la patience paye toujours"
1102,Moi même je suis propriétaire de wave tellement cette application me facilite mes transactions... merci toujours
1103,Merci infiniment
1104,Mais je ne comprends pas pourquoi vous avez ajouté 200fr comme frais de paiement sur l'abonnement canal + sans nous informer hein . Au moins merci infiniment à vous
1105,On veut notre carte visa aussi
1106,Merci à wave... grâce à vous nous on fait des payements électronique dans tous les coins du pays plus affaires de ya pas monaie...
1107,Merci wave matin midi soir
1108,Merci pour la carte Visa
1109,Nous vous disons merci wave ci
1110,"Merci
Wave Côte d'Ivoire
pour la carte Visa
maintenant on espère que vous pourriez faire Wave bank aussi ... là vous serez candidat unique à votre propre succession"
1111,"Comment fait on pour avoir une carte visa oh!
Wave si j'explique notre histoire d'amour, crachat sortira dans bouche des gens ici"
1112,"Wave Côte d'Ivoire
Wave Côte d'Ivoire
Wave Côte d'Ivoire je vous ai appelé combien de fois, j'attends toujours ma carte visa hein,en comment mon enfant qui reçoit uniquement mes dépôts a reçu sa carte
.
J'attends la mienne dêh Ok"
1113,En tout cas affaire de carte visa là vous avez sciencés même félicitations fort wave chou
1114,"Tout à fait, grâce à wave nous ne sommes plus victime de l'escroquerie des voisins, grand merci."
1115,Christian Cédric n'doufou faut dire ça fort hummmmmm merci wave on est avec vous on attend juste les puces pour montrer aux autres réseaux qui a mis l'eau dans coco merci infiniment
1116,"Wave Côte d'Ivoire
j’ai rien vu de carte visa et côte coffre parti tontine etc... non je suis fâché"
1117,"J'attends mon Kdo de la part de wave hein
vraiment merci beaucoup wave"
1118,Carte visa wave la c'est part ordre alphabétique oubien ?
1119,J'attends toujours ma carte visa hein.
1120,Merci Wave vraiment ont peut pas finir de vous remercier
1121,Merci infiniment wave
1122,Plus pertinents
1123,"Sans vous on allait nous tuer peut être en 2025 on allait payer
500 f pour envoyer 1000 f à quelqu’un merci
Wave Côte d'Ivoire
big love"
1124,Merci pour la carte visa.
1125,Votre afaire d carte visa ou y’a que les célébrités qui ont sa
1126,Wave le réseau chéri des Ivoiriens merci pour tout
1127,"Eh WAVE ma carte visa n’est pas encore venue
je connais votre cœur
merci encore car mes frères et sœur l’on reçu il reste moi"
1128,Wade côte d'Ivoire j'attends ma carte visa
1129,"Wave je vous dois deux litre de bandji. Passer quand vous voulez, en un mot merci"
1130,WAVE merci ne peut jamais finir
1131,Merci à wave j ai fait une transaction en me trompant de numero j ai appelé et ils n ont retourné mon argent merci bcp a wave
1132,"L'année où vous allez envoyer votre carte visa, je serai déjà chez le voisin jaune
. Y'a quoi miiinnnnnme"
1133,"On attend puce, courant l'eau et canal + aussi
en tout cas on vous dit merci
."
1134,Ma carte visa
1135,J’ai aimé la carte visa wave
1136,"Wave Côte d'Ivoire
Votre merci
ne peut pas finir"
1137,"Comment obtenir la carte virtuelle
Wave Côte d'Ivoire
?"
1138,Grand merci à Wave
1139,Merci wave
1140,"Avant pour transférer 100000f je payais 5000f comme frais grâce à
Wave Côte d'Ivoire
c'est 1000f imagine les économies en tout cas votre merci ne peut pas finir"
1141,Merci beaucoup a #WAVECI
1142,Merci pour tout
1143,"Je dis Merci à wave j'ai eu à égaré mon téléphone mais la pus ne t'ai pas identifier à mon nom , après j'ai appeler wave et j'ai expliqué mon problème ils sont Voyer mon l'argent"
1144,Merci pour la carte virtuelle
1145,"Dire merci à wave,c’est comme un enfant qui dit merci à son père parce qu’il a payé sa scolarité, wave Côte d’Ivoire est-ce que y’a un autre mot après Merci ? Bref moi je vous dis vous êtes les sauveurs des sans voix"
1146,Wave ma carte prépayée ?
1147,"Merci pour touuuutt,notre pingouin
d’amour"
1148,"J'ai vite su que vous et moi, il y aurait une connexion, c'est pourquoi, lorsque j'ai découvert wave en Janvier 2020 , je lui ai promis fidélité et respect. Aujourd'hui, je l'aime davantage grâce aux possibilités que Wave nous offre ( paiement d'abonnement canal , d'inscription en ligne des élèves, rechargemment des compteurs prépayés CIE , Sodeci...). Trop de choses et cela à moindre coût. Wave, Merci."
1149,Et ma carte Visa?
1150,Malheureusement je n'ai pas de carte virtuelle wave
1151,Sans wave je ne peux pas envoyer de l'argent entouca merci beaucoup pour cette grâce
1152,Si wave était en côte d'ivoire depuis 1960 la côte d'ivoire était à 0% de chômage merci à wave
1153,"Merci wave, vous êtes les meilleurs"
1154,"Wave côte d'ivoire la procédure pour la carte visa.
C'est ce que j'attends pour finaliser mes payements"
1155,"Wave Côte d’Ivoire
! Merci d’alléger non seulement la tâche de transaction à la population mais aussi de nous fais économiser les frais ! On rester ensemble foooo saya"
1156,"Toujours
Wave Côte d'Ivoire"
1157,Suivre
1158,Merci beaucoup
1159,Merci infiniment à wave grâce a vous on peux effectuer plusieurs achats et par tous vraiment votre Merci ne peux pas finir envoyer nous de nouvelles fonctionnalités encore
1160,Carte visa là c'est comment hoo j'ai pas encore reçu pour moi
1161,Merci pour tout le service que vous rendez aux populations. Activé la carte SIM Wave pour rendre la communication plus moins chère.
1162,"On attend cette possibilité de pouvoir nous recharger avec
Wave Côte d'Ivoire
, votre merci peut pas finir"
1163,Merci infiniment wave le deboulonneur
1164,"Wave Côte d'Ivoire
comment avoir la carte virtuelle ?"
1165,"Merci infiniment WAVE
Mais moi je ne comprends pas pourquoi je fais des paiements mais je ne reçois plus de cadeaux"
1166,"Avec Wave ton cœur bas pour envoyer de l’argent tu ne te fait même pas trop de Calcule vraiment merci
Wave Côte d'Ivoire"
1167,"Bonjours
Wave Côte d'Ivoire
je veux savoir si avant d’avoir la carte visa on doit d’abord augmenter notre plafond avec la carte d’identité"
1168,Merci à wave pour la simplicité de nos transactions .
1169,"Un grand merci
à wave"
1170,Sans vous j'allais perdre mon argent cadeau. J'ai perdu mon téléphone avec ma puce et mon compte wave était connecté sur la puce en question mais malgré que la puce n'était pas identifié à mon nom j'ai pû avoir mon argent. Wave merci pour toujours
1171,Wave ton merci finira jamais...
1172,"Merci beaucoup à vous. Mais attention on commence à faire face à des arnaqueurs se réclamant d'agent wave.
Il y a un proverbe qui dit. # les chenilles qui détruisent le gombo sont du gombo#"
1173,Affaire de carte visa wave là c'est comment ?
1174,"On attends notre carte virtuelle
Oubien oubien ya des conditions ?"
1175,"Eh je peux pas passer sans dire grand merci a wave côte d'ivoire
vous êtes"
1176,"Allons seulement grâce à vous à chaque instant du parcours on pense à vous. Quand on se souvient que pour une transaction de 5000f l'on payait comme Commission 500f, pour 10000f -1000 aujourd'hui c'est chose réelle. On avait que des anarqueurs. Nous vous Disons beaucoup merci."
1177,merci beaucoup pour la carte.
1178,Merci à vous
1179,Au moins tu as bière en main
1180,"J’ai Gros Sur Le Cœur Affaire De Carte Visa La. Ce Qui Me Fait Mal C’est Que Je Ne Peux Pas Faire Note Vocale
.
C’est Quel Déploiement Profressif Qui N’arrive Pas Depuis La"
1181,Très atteint.
1182,Svp wave : comment fonctionne la carte visa ? Je veux juste savoir ça cert à quoi
1183,On dirait on va commencer a se battre a cause de cette histoire de carte la maintenant hun
1184,"Mais Wave je n’ai pas reçu ma carte aussi hein
!"
1185,Plus que touchē
1186,En pleine journée
1187,Djidji hein on rires mais reconnais que wave es la meilleur réseau du monde actuellement Wallaye moi même je suis fière de vous
1188,"Merci
Wave Côte d'Ivoire
moi aussi j'ai reçu ma carte wave c'est toute ma vie"
1189,Graaaaave touché
1190,C'est fouaaaa
1191,Merci j’ai reçu ma carte bancaire wave virtuel. Merci
1192,Wave faut me faire wave j’attends un jeton si ça tombe je te rembourse
1193,Wave ou rien (Wor) !
1194,Pour toi est mieux
1195,Wave mes cadeaux son trop petit sciencer et puis je veux pas carburants la svp
1196,Wave merci bcp de m’avoir crédité je vous adore
1197,Tout le monde reçoit sa carte visa sauf moi eeeeeeh Wave
1198,Très touché
1199,"Cest pas facile dh fum
actuellement suis très nerveuse kan mon wave est vide"
1200,pourquoi wave fait des PRETS ça serai FOOORRMMMIIIDDDAAABBBBLLLEEEEE je vous assure
1201,"Mais dans tout ça la oh, le taux qui s'appliquent sur les paiements en ligne s'élèvent à combien ? J'ai ma carte mais je n'ai pas encore osé utilisé j'attend de savoir a combien s'élève le pourcentage"
1202,Très touchée
1203,Toi au moins tu a de la bière dans ta main epui tu es a la plage tu a payé ton transport pour arriver là bas au contraire tu es debout
1204,Wave sciencer dépôt wave
1205,"J'etais trop contente de voir l'onglet carte. Est c possible de l'avoir physiquement?
Wave Côte d'Ivoire"
1206,"Option Visa de Wave la fhum, c’est pas pour tout le monde oh.
Eux , ils vivent déjà dans 2030 pendant qu’on est encore en 2025.»
Franchement, ceux qui ont Visa sur Wave, on dirait qu’ils sont dans la loge secrète."
1207,"Je reçois de l'argent dans mon compte Tik tok mais je n'ai pas PayPal.
Si wave pouvait sciencer sur ce point aussi"
1208,Franchement
1209,Grave touché
1210,Affaire carte la c comment
1211,"Pingnougnouchou
sciencé pour ma carte prépayée j’ai trop baisoin de sa sciencé"
1212,Affaire de carte visa là même c’est comment ?
1213,Très très mais très mal touché
1214,C'est vide mais tu as l'argent de bière
1215,Vous avez envoyer carte visa à tout le monde sauf moi ok j’en tiendrai compte dans nos relations future
1216,"Wawe de mon Grdo
Jose Franck Djeli"
1217,"Tchiaaa on
en dirait ils ont élevé mon cœur
je tombe malade mm"
1218,Ouais c’est gâté
1219,Tellement vrai
1220,"Wave Côte d'Ivoire
merci pour la carte virtuelle. Il reste la physique maintenant. On va maintenir la pression sur eux bientôt !"
1221,Plus pertinents
1222,"Wave Côte d'Ivoire
merci pour mon cadeau de 9000mille"
1223,Très vide même je crois pas
1224,"Wave Côte d'Ivoire
Anitcché dêh
ma carte vient d'arriver"
1225,"Quand le djê n’est pas calé, le mental est forcément décalé"
1226,Moi lorsque ma carte visa a été activée cet matin
1227,"Wave Côte d'Ivoire
quand c'est comme ça je me sans plus bien"
1228,"Wave Côte d'Ivoire
même doit songé à nous faire des dépôt suprise même tchiaai on utilise plus wave maintenant que les autre application envoyer les jeu quand on gagne on perçoit de l'argent tchiaai je suis galère inh"
1229,C’est bas même
1230,y’a plus mental même
1231,"En plus, touché en ce début du week-end même…..pouhaa !"
1232,Vous aussi la wave souvent faite semblant de créditer un peu par erreur quelques comptes vident ça motive ohhh . Ahhhh
1233,J'ai pas encore reçu ma carte visa
1234,djamo vous a un peu mis la pression ! en tout cas on vas testé mtn la visa card de wave
1235,Es que la carte visa offre un RIB ?
1236,Ça c'est moi ça
1237,Très très très touché
1238,"Wave Côte d'Ivoire
pourquoi toujours pas de crédit ?"
1239,Ma situation actuelle
1240,Djai sciencé 1000f seulement
1241,"J'avais tellement confiance en wave
, bon je suis toujours dans l'attente d'une suite favorable à ma requête. Sinon c'est pas bon même
."
1242,Mais wave pourquoi vous ne faites pas crédit aussi?
1243,Bonjour wave tout le monde a sa carte visa sauf moi heeeeeeeee
1244,Wave cote d' ivoire pardonnez donner nous un peu de crédit ça nous fera du bien
1245,J'étais dans le même un coup bim je sortie dans dos 32.000f actuellement sur mon compte ...
1246,"Wave Côte d'Ivoire
mon mental est très touché actuellement"
1247,"Wave Côte d'Ivoire
je dis oh wave affaire de carte visa virtuel là vous êtes à quel niveau tchai déployé la carte a tout le monde on va en profiter aussi c’est trop lent"
1248,"Ce qui me plaît Wave ne fait pas message pour te dire que tu dois te réabonner donc quand je vois le pingouin
je connais le suite hoooo. Glacé les choses là j'arrive hoooooooo"
1249,"Wave Côte d'Ivoire
je suis pas trop causant et ma carte"
1250,Le coffre est la
1251,"Quand j'aurai ma carte virtuelle
J'espère que vous ne m'avez pas oublié"
1252,"Wave Côte d'Ivoire
j'attends toujours ma carte visa"
1253,Très mal
1254,Mon wave actuellement
1255,"Wave Côte d'Ivoire
affaire de carte visa là c’est comment"
1256,"Wave cote d'ivoire le 21septembre sais mon anniversaire
ou mon compte est tellement vite parcke la rentré a tout fini mon l'argent donc science wave"
1257,Ahh toi au moins
1258,Très
1259,A quand la cate visa virtuel wave au Burkina faso
1260,"Wave Côte d'Ivoire
si je vous ai une fois injurié dites moi je vais vous demander pardon. Tout le monde à la carte prépayée sauf moi."
1261,Avec wave on avance
1262,Wave merci pour la carte Prépayer ( visa )
1263,Comment ma carte virtuelle
1264,"Avec
Wave Côte d'Ivoire
le mental n'est jamais touché"
1265,Je suis par terre ici depuis matin
1266,Wave je suis là depuis maintenant une semaine je ne fais que payer les frais dans le différent coin dans ma vie de Bouaflé stp faite une descente yeu sou fatiguéeee
1267,"Pfff, c'est atteint même"
1268,Il boit pour noyer ses soucis le mental est vraiment touché
1269,Ce sont les cadeaux que vous nous donnez là qui nous rendent cohan
1270,Suivre
1271,"Wave ma carte visa Hein.
Faut être dans secte pour avoir ça ou bien."
1272,"Ouais j’ai payé mon abonnement Netflix donc je peux payer pour Facebook, et Apple Music etc… ouais je suis tranquille sans frais"
1273,À l'heure là ma bouche est amère meme
1274,"Aaah depuis on vous demande de nous donner accès aux cartes prépayées wave, vous tournez en rond.
Djamo est entrain de sortir dans dos et prendre nos cœurs hein...
Restez là seulement pour conjuguer...
Orange aussi améliore sa carte prépayée et accessible à tous même si c'est payant, vous restez là seulement, depuis plusieurs mois on vous demande mais vous ne dites rien de bon... Ok"
1275,Je veux carte visa keh yakoi meme
1276,Tchrrr c est si tu es les moyens d avoir une bière que tu va vibssé
1277,Lourdement touché
1278,Donc dans affaire de carte aussi je suis irrecevable
1279,Quand mon wave est vide
1280,Toi au moins tu as toujours un peu pour t'acheter une bouteille
1281,Wave CI est-il normal de bloquer le compte d'un client pendant 2 semaines ?
1282,Faut sciencer
1283,"Wave Côte d'Ivoire
merci wave chou d'avoir activé ma carte prépayée"
1284,Trop même
1285,Donné carte visa wave la
1286,"Moi toujours en attente de ma carte
Est-ce que ma carte Visa Wave a besoin d’un visa pour venir jusqu’à moi ? Parce que ça traîne trop"
1287,"Deh que je vois pingouin bleu dans ma tête on
m'a fait un dépôt"
1288,Vous là restez pour donner proverbes seulement heinnn ne faites pas sortir les cartes Visa wave pour tous le monde heinnn yfy
1289,Il est fâché hoo
1290,Mon mental même ne répond actuellement
1291,Wave merci pour la carte
1292,"Carte wave là, c'est comme CNI ,il y'a couloir de ça aussi oublient ? Ahi donner les cartes on n'a des achats a faire aussi..."
1293,Moi mon cas je me noie hein
1294,Merci beaucoup pour la carte Visa
1295,J’ai ma carte visa Wave merci beaucoup
1296,C'est dosé
1297,On vous aimes inh mais la partie ou vous donnez cadeau 100f 50f onh onh j’ai pas aimé
1298,Aimée Khonan
1299,Plus pertinents
1300,Merci a wave pour mon bon. J'ai mon neveu qui a pu retirer pour moi.
1301,"L'adversaire as trop volé nos parents quand je pense que pour envoyer simple 5000 à ton parents tu dois payer 600 comme commission puff
Wave Côte d'Ivoire
merci wave ci on attend vos puce avec vos logements wave"
1302,"Félicitations à nos 3 gagnants de la deuxième semaine
https://www.facebook.com/profile.php?id=61578153866046
https://www.facebook.com/simonpierre.yeo.58
https://www.facebook.com/ib.diakho
Chacun remporte 30 000 F de bons de LDF
Ils seront contactés très bientôt pour leur indiquer la procédure à suivre afin de rentrer en possession de leur lot
Merci à tous pour votre participation
Le jeu continue, alors tentez aussi votre chance en commentant sous ce post !
#WaveCI #JeuRentrée #ToujoursAvecVous"
1303,"Félicitations à nos 3 gagnants de cette premiere semaine
https://www.facebook.com/aimee.khonan
https://www.facebook.com/anselm.kessa
https://www.facebook.com/inoussa.yahiya.9
Chacun remporte 30 000 F de bons de LDF
Ils seront contactés très bientôt pour leur indiquer la procédure à suivre afin de rentrer en possession de leur lot
Merci à tous pour votre participation
Le jeu continue, alors tentez aussi votre chance en commentant sous ce post !
#WaveCI #JeuRentrée #ToujoursAvecVous"
1304,Djouo Anderson
1305,Mai Coulibaly
1306,"Félicitations à nos 4 gagnants de la troisième semaine
https://www.facebook.com/mai.coulibaly.597660
https://www.facebook.com/ferdinand.de.manfla
https://www.facebook.com/profile.php?id=61565398382271
https://www.facebook.com/franco.baresi.94043626
Chacun remporte 30 000 F de bons de LDF
Ils seront contactés très bientôt pour leur indiquer la procédure à suivre afin de rentrer en possession de leur lot
Merci à tous pour votre participation
#WaveCI #JeuRentrée #ToujoursAvecVous"
1307,Merci a vous wave
1308,Il y a t-il une agence WAVE à adjamé? Quelle en est la situation géographique exacte ??
1309,"On veut bonus
￼"
1310,Merci notre deuxième dieu
1311,"Wave Côte d'Ivoire
bon mois à vous aussi"
1312,Un grand merci à vous aussi
1313,"Wave Côte d'Ivoire
et carte de crédit la"
1314,C'est demain mon anniversaire un petit dépôt c'est le marketing aussi
1315,Depuis la je veux créer un compte wave business mais wave ne me réponds pas
1316,"Amen, a toi également notre pingouin adoré"
1317,Wave Côte d'Ivoire vous êtes les meilleurs
1318,"Je voudrais profiter de ce poste pour dire tout d’abord merci à Wave pour ce qu’il fait pour la population,et en même temps demander à Wave de terminer le travail en mobilisant les villes de l’intérieur notamment Bondoukou et surtout Bouna aux transactions via Wave. Car aujourd’hui moi j’ai eu l’habitude de faire que mes transactions via Wave. Ici à Bouna, c’est moi même qui les montrent comment avoir un compte Wave marchant etc… . J’ai beaucoup écris je m’arrête là. Tel est ma doléance. Merci"
1319,Vraiment wave côté d'Ivoire merci beaucoup
1320,Merci a Wave
1321,Merci beaucoup mais champion
1322,Bon mois a vous aussi
1323,Merci vraiment à vous Mais si on pouvait avoir plusieurs coffres dans nos applications Wave ça allait être zoooo eunnn
1324,Merci à wave côté d'ivoire
1325,Sawadogo Zakaria Merci wave
1326,Bon mois a vous . Et que vous nous envoyez de bons projets pour nous aider encore plus
1327,"Merci mais voyez
Mon cas , je ne gagne que des bonus de 50f après chaque étape de mes achats."
1328,"Merci
Wave Côte d'Ivoire"
1329,Merci wave mais si le bon moi était accompagné de 10k celà allait être trooop cool. Je vous aime beaucoup
1330,Wave je vous aime trop trop
1331,Amener Amener Amener Amener Amener Amener Amener Amener Amener Amener Amener Amener Amener Amener Amener
1332,"Merci
Wave Côte d'Ivoire
. C'est mon anniversaire le 20 Septembre donc je veux la carte Visa wave comme cadeau,"
1333,Faut donner crédit un jour
1334,Wave sur le coffre. On peut mettre l’argent jusqu’à combien
1335,Merci à vous de même
1336,Merci ! Et à toi également.
1337,"Depuis vendredi mon compte est bloqué. Jusqu'à présent je n'ai ai aucune suite, à chaque fois vos agents disent qu'ils vont me rappeler, mais rien
Wave Côte d'Ivoire"
1338,"Merci et à vous aussi.
Mais affaire de carte prépayée c’est comment hoooo wave Côte d’ivoire"
1339,Comment faire pour savoir si mon compte est plafonné
1340,Plus pertinents
1341,Mais comment ont fait pour avoir crédit avec wave
1342,Nous serons très heureux d'avoir des cartes Visa wave
1343,Un septembre bien wavetisé
1344,Jai un ami qui veut m'envoyer de la cote d'ivoire pour le cameroun mais Il a seulement wave comment faire?
1345,Amen Merci wave
1346,Merci beaucoup wave
1347,Activités ma carte wave
1348,"Quand
Wave Côte d'Ivoire
souhaite bon mois de septembre, c'est que forcément ça va péter...."
1349,Bcp de depots wave à tous et bcp de cadeaux wave surtout !
1350,Merci beaucoup WAVE SÉNÉGAL
1351,Vous ne donnez jamais crédit aux gens ko bon mois
1352,Merci et amen
1353,"Nous constatons qu'il y'a frais de service Canal+ 200f sur nos abonnements canal+.
C'est vraiment abusé"
1354,Amen merci wave
1355,Merci beaucoup wave cote d ivoire
1356,Pourquoi le Bénin n'utilise pas wave
1357,C’est dépôt wave qui fait le mois oh
1358,J'attends la puce wave
1359,Comment je peux avoir ma carte visa wave s'il vous plaît.
1360,Moi wave m'a surprise hein à mon réveil je reçois chic bonus de 1000f. Wave merci
1361,Merci wave
1362,Et l'option achat des unités de communication ?
1363,Amina yarabi Allah
1364,Merci pour tout se que vous faites dans notre vie que l'application reste jusqu'à 2090 Amen
1365,Merci la famille wave côté d'Ivoire bon mois de septembre à nous
1366,Amen merci beaucoup
1367,Bon mois pour moi aussi
1368,"Wave Côte d'Ivoire
a quand ma carte visa?"
1369,Wave a une bonne morale pour nous les Africains pourquoi supra la majorité des Africains merci à wave
1370,Merci wave continuer de nous faire vivre la magie
1371,Avec wave toujours calé
1372,"Faites vous allez créer carte sim, ça va nous faire plaisir"
1373,Svp quelqu'un peut m'expliquer comment faire paiement marchand et si y'a des frais ou pas
1374,"Merci
Wave Côte d'Ivoire
Mais dites moi pour les commerçants et les commerçantes qui n'ont pas d'android comment pourront-ils avoir accès à wave business pour leur commerce (il y a plusieurs qui m'ont demandé mais je n'ai su leur répondre car pour la plupart qui ont des besclav je les ait orienté pour avoir leur avoir la carte wave pour leurs transactions)"
1375,Merci à vous !
1376,Vous être les meilleurs wave
1377,"Wave ma carte
visa c'est pour quand ?"
1378,"Merci
Wave Côte d'Ivoire
j’attends mon cadeau de 1000000frs"
1379,"Wave Côte d'Ivoire
qu'Allah vous bénisse abondamment et vous donne la force de nous rendre toujours heureux"
1380,J'ai besoin d'un compte marchant
1381,"Wave Côte d'Ivoire
donner nous la carte virtuelle on es impatient"
1382,Amen merci à nos sauveteurs…. Bon vent à vous on attend les puces
1383,Merci beaucoup
1384,Je veux la carte wave aussi
1385,Vivement la carte Visa Wave Stp j’ai vraiment besoin de cela
1386,Verrouillé le coffre svp
1387,J'ai besoin d' une carte
1388,Merci beaucoup wave de côté d'ivoire
1389,J'attends un geste de ta part
1390,Merci
1391,Amen merci ! Que wave nous donne crédit d'argent comme les autres le fonds pour les gens !
1392,Carte visa oh
1393,J'ai installé WAVE business pour un paiement quotidien de 15000f. Mais les frais sont prélevés pour chaque paiement. Pourquoi ?
1394,Merci... Mais ça peut être accompagné de la carte Visa Wave
1395,Wave nous allons avoir puce Wave quand ?
1396,Merciiiiiiii
1397,"Merci
Wave Côte d'Ivoire
excellent moi à vous également
N’oubliez pas lés bonus"
1398,Vous êtes les meilleurs wave je viens de gagner 10 000 FCFA trop heureux ce matin sa va faire mon poulet de ce soir propre avec un bon jus d'ananas
1399,"Je suis bien fière de wave car étant à la maison je peux retirer mon salaire grâce à la liaison de mon compte bancaire a wave, félicitations à wave"
1400,Merci vraiment à vous pour tous ce que vous faites pour la nation.
1401,C'est quoi la carte virtuelle de wave ??
1402,Amen je reçois
1403,On veut cadeau
1404,"Nous qui sommes nés dans ce mois, je sens que
Wave Côte d'Ivoire
va trop nous chouchouter !"
1405,"Wave Côte d'Ivoire
jai pas écore reçu pour moi malgré mais mise à jour"
1406,Merci à vous
1407,"Un jour je suis sortie sans argent physique, aller retour, déjeuner, petit don tout par waves je dis wai!!! Imaginons maintenant ce qu’on a pas encore découvert"
1408,"Wave Côte d'Ivoire
c’est mon anniversaire aujourd’hui"
1409,Moi on m'a surnommé wave partout c'est wave mais pardonnez augmente un peu mes bonus
1410,"J'ai pris un ''tire'' dans un bistrot et réglé la note par wave (100F). Wave me donne 500 comme cadeau.
Résumé : buvons tous les SIAGUÉI, DECHIRER CALEÇON, 4H,... payons par wave. Ça rend riche."
1411,Sachez que wave sort toujour dans dos
1412,"En tout cas c'est simple rapide et efficace. Wave merci deh, affaire de il n'y a plus pas monnaie est finie"
1413,Ici à Abidjan même dans toilettes publiques on paye avec weve
1414,Wave merci pour le cadeau.
1415,Nous voulons aussi l'arrivée de wave au Bénin
1416,"Wave Côte d'Ivoire
je viens de faire un paiement avec la carte VISA de wave.. Franchement merci beaucoup !!.
La carte wave défie de loin toutes concurrences. Y'a pas l'homme, Ya pas chien ya pas chat !!!"
1417,Ouais ya pas son 2 wave
1418,"Wave Côte d'Ivoire
, dites moi , paiment Yako assurances il y'a frais ?"
1419,"Moi-même j'ai payé mais bouillie avec wave
, à la boutique même c'est wave seulement que j'utilise"
1420,Même moto taxi de Bouaké on paye par wave
1421,"Actuellement je suis à San pedro, j'ai gonflé mes pneus, et j'avais pas jetons 200f ,heureusement le gars avait
Wave Côte d'Ivoire
business"
1422,"Étape 146
Wave Côte d'Ivoire
Pardon faut sortir dans dos!!"
1423,"Même si tu as soif que ta pas la monnaie Wave est la tranquille quoi !
Je connais pas pour vous mais wave est le meilleur"
1424,"Y'a pas histoire de dire "" y'a pas monnaie hein, faut passer après"" ou "" monsieur votre argent est lisse hein"" on dirait que si on jette à terre ça va rester là-bas éternellement.
Wave Côte d'Ivoire
votre merci ne finira jamais, grâce à vous, on a décrou tout ce qui était crou"
1425,"Mais svp moi je sais pas comment avoir la carte, je suis commerçante dans un village à 28kl de Bouaké"
1426,"Wave Côte d'Ivoire
jusqu'à j'ai lié mon compte en banque a wave mais j'ai pas encore reçu la carte Visa vous voulez gâté ?"
1427,Dans peu de temps on ça sera difficile de voir l'argent en espèce même quelques choses 100f tu paies par wave
1428,"Je sais pas si tout le monde a ce sentiment mais avec wave je me sens comme si j'avais une carte bancaire trop sur de moi même.
Merci pingouin choux"
1429,Plus pertinents
1430,Même curdent
1431,"Avec ""WEVE "" c'est sans stress"
1432,wave toujours
1433,Moi j'ai acheté galettes ce matin via wa5
1434,Wave a créer quelque chose hein
