,comments
1048,AFRILAND FIRST BANK on attends toujours hein.
1049,Pourquoi vous ne décrocher mes appels ?
1050,Vraiment merci a wave ci
1051,Wave ox et ma carte visa la c'est ça j'attends depuis la inn merci je vous aime
1052,Merci de nous avoir enlevé de la main du lion
1053,Nous en attendons plus encore de vous ! Vous avez apporté un souffle nouveau au paysage money transfert et nous espérons vous voir pourquoi pas dans le système bancaire ivoirien qui est devenu obsolète fasse aux véritables besoins des jeunes entrepreneurs que nous sommes. Notre climat bancaire n'est pas du tout favorable à l'éclosion de champions nationaux et c'est bien dommage. Nous luttons et espérons qu'un jour une offre audacieuse comme la vôtre viendra décrispé notre paysage bancaire par des solutions porté sur la viabilité des projets et non les garanties de remboursement. Merci Wave Côte d’Ivoire
1054,Vraiment merci wave
1055,Merci à vous aussi
1056,"Les cadeaux qu'on gagne lorsqu'on fait un paiement via wave, si je vous ai fait quelque chose, pardonnez-moi.
Je suis fatiguée de 50 frs, pourtant je suis à l'étape 40.
Je vous demande merci"
1057,"Grâce à vous nous sommes en sécurité avec notre argent merci de nous avoir sauvé merci beaucoup
soyez toujours béni depuis votre position. AMEN"
1058,"Vous êtes en train de crier ma carte ma carte là
On espère que c'est pas juste pour faire genre hein
Comme ça apparaît chez ton collègue tu veux forcément pour toi aussi
Wave Côte d'Ivoire
dit de patienter
Continue d'utiliser ton ancienne carte Visa en attendant pour wave"
1059,Svp la carte visa virtuel sert à faire quoi ?
1060,Il reste puce l'eau et courant merci
1061,A cause de Wave je pleure de joie. Merci merci merciiiiiii. Vous êtes nos sauveurs
1062,"Les problèmes que les voisins disaient impossible de régler ko vient à l'agence ( tu vas le matin pour revenir le soir) wave te regle sa en un lap de tps et au téléphone
. Merci pour tout."
1063,"Bonsoir à la direction de wave Côte d'Ivoire depuis je ne reçois pas ma carte
visa prépayé wave dans l'appli wave je vous demande de faire cela s'il vous plaît."
1064,Merci a Wave
1065,"Ma carte est tombée, Au-revoir Djamo. Sans frais aller retour.
Merci Waveeee!!!!!!"
1066,"Wave, merci"
1067,Wave sort toujours dans dos merci pour ma carte virtuelle
1068,Merci aussi wave CI
1069,"Merci infiniment, que Dieu continu de bénir et de faire rayonner davantage votre entreprise"
1070,"Infiniment merci
Wave Côte d'Ivoire
pour ma carte
virtuelle.
Comme on le dit : la patience paye toujours"
1071,Moi même je suis propriétaire de wave tellement cette application me facilite mes transactions... merci toujours
1072,Merci infiniment
1073,Mais je ne comprends pas pourquoi vous avez ajouté 200fr comme frais de paiement sur l'abonnement canal + sans nous informer hein . Au moins merci infiniment à vous
1074,On veut notre carte visa aussi
1075,Merci à wave... grâce à vous nous on fait des payements électronique dans tous les coins du pays plus affaires de ya pas monaie...
1076,Merci wave matin midi soir
1077,Merci pour la carte Visa
1078,Nous vous disons merci wave ci
1079,"Merci
Wave Côte d'Ivoire
pour la carte Visa
maintenant on espère que vous pourriez faire Wave bank aussi ... là vous serez candidat unique à votre propre succession"
1080,"Comment fait on pour avoir une carte visa oh!
Wave si j'explique notre histoire d'amour, crachat sortira dans bouche des gens ici"
1081,"Wave Côte d'Ivoire
Wave Côte d'Ivoire
Wave Côte d'Ivoire je vous ai appelé combien de fois, j'attends toujours ma carte visa hein,en comment mon enfant qui reçoit uniquement mes dépôts a reçu sa carte
.
J'attends la mienne dêh Ok"
1082,En tout cas affaire de carte visa là vous avez sciencés même félicitations fort wave chou
1083,"Tout à fait, grâce à wave nous ne sommes plus victime de l'escroquerie des voisins, grand merci."
1084,Christian Cédric n'doufou faut dire ça fort hummmmmm merci wave on est avec vous on attend juste les puces pour montrer aux autres réseaux qui a mis l'eau dans coco merci infiniment
1085,"Wave Côte d'Ivoire
j’ai rien vu de carte visa et côte coffre parti tontine etc... non je suis fâché"
1086,"J'attends mon Kdo de la part de wave hein
vraiment merci beaucoup wave"
1087,Carte visa wave la c'est part ordre alphabétique oubien ?
1088,J'attends toujours ma carte visa hein.
1089,Merci Wave vraiment ont peut pas finir de vous remercier
1090,Merci infiniment wave
1091,"Sans vous on allait nous tuer peut être en 2025 on allait payer
500 f pour envoyer 1000 f à quelqu’un merci
Wave Côte d'Ivoire
big love"
1092,Merci pour la carte visa.
1093,Votre afaire d carte visa ou y’a que les célébrités qui ont sa
1094,Wave le réseau chéri des Ivoiriens merci pour tout
1095,"Eh WAVE ma carte visa n’est pas encore venue
je connais votre cœur
merci encore car mes frères et sœur l’on reçu il reste moi"
1096,Wade côte d'Ivoire j'attends ma carte visa
1097,"Wave je vous dois deux litre de bandji. Passer quand vous voulez, en un mot merci"
1098,WAVE merci ne peut jamais finir
1099,Merci à wave j ai fait une transaction en me trompant de numero j ai appelé et ils n ont retourné mon argent merci bcp a wave
1100,"L'année où vous allez envoyer votre carte visa, je serai déjà chez le voisin jaune
. Y'a quoi miiinnnnnme"
1101,"On attend puce, courant l'eau et canal + aussi
en tout cas on vous dit merci
."
1102,Ma carte visa
1103,J’ai aimé la carte visa wave
1104,"Wave Côte d'Ivoire
Votre merci
ne peut pas finir"
1105,"Comment obtenir la carte virtuelle
Wave Côte d'Ivoire
?"
1106,Grand merci à Wave
1107,"Avant pour transférer 100000f je payais 5000f comme frais grâce à
Wave Côte d'Ivoire
c'est 1000f imagine les économies en tout cas votre merci ne peut pas finir"
1108,Merci beaucoup a #WAVECI
1109,"Je dis Merci à wave j'ai eu à égaré mon téléphone mais la pus ne t'ai pas identifier à mon nom , après j'ai appeler wave et j'ai expliqué mon problème ils sont Voyer mon l'argent"
1110,"Dire merci à wave,c’est comme un enfant qui dit merci à son père parce qu’il a payé sa scolarité, wave Côte d’Ivoire est-ce que y’a un autre mot après Merci ? Bref moi je vous dis vous êtes les sauveurs des sans voix"
1111,Wave ma carte prépayée ?
1112,"Merci pour touuuutt,notre pingouin
d’amour"
1113,"J'ai vite su que vous et moi, il y aurait une connexion, c'est pourquoi, lorsque j'ai découvert wave en Janvier 2020 , je lui ai promis fidélité et respect. Aujourd'hui, je l'aime davantage grâce aux possibilités que Wave nous offre ( paiement d'abonnement canal , d'inscription en ligne des élèves, rechargemment des compteurs prépayés CIE , Sodeci...). Trop de choses et cela à moindre coût. Wave, Merci."
1114,Et ma carte Visa?
1115,Malheureusement je n'ai pas de carte virtuelle wave
1116,Sans wave je ne peux pas envoyer de l'argent entouca merci beaucoup pour cette grâce
1117,Si wave était en côte d'ivoire depuis 1960 la côte d'ivoire était à 0% de chômage merci à wave
1118,"Merci wave, vous êtes les meilleurs"
1119,"Wave côte d'ivoire la procédure pour la carte visa.
C'est ce que j'attends pour finaliser mes payements"
1120,"Wave Côte d’Ivoire
! Merci d’alléger non seulement la tâche de transaction à la population mais aussi de nous fais économiser les frais ! On rester ensemble foooo saya"
1121,"Toujours
Wave Côte d'Ivoire"
1122,Merci beaucoup
1123,Merci infiniment à wave grâce a vous on peux effectuer plusieurs achats et par tous vraiment votre Merci ne peux pas finir envoyer nous de nouvelles fonctionnalités encore
1124,Carte visa là c'est comment hoo j'ai pas encore reçu pour moi
1125,Merci pour tout le service que vous rendez aux populations. Activé la carte SIM Wave pour rendre la communication plus moins chère.
1126,"On attend cette possibilité de pouvoir nous recharger avec
Wave Côte d'Ivoire
, votre merci peut pas finir"
1127,Merci infiniment wave le deboulonneur
1128,"Wave Côte d'Ivoire
comment avoir la carte virtuelle ?"
1129,"Merci infiniment WAVE
Mais moi je ne comprends pas pourquoi je fais des paiements mais je ne reçois plus de cadeaux"
1130,"Avec Wave ton cœur bas pour envoyer de l’argent tu ne te fait même pas trop de Calcule vraiment merci
Wave Côte d'Ivoire"
1131,"Bonjours
Wave Côte d'Ivoire
je veux savoir si avant d’avoir la carte visa on doit d’abord augmenter notre plafond avec la carte d’identité"
1132,Merci à wave pour la simplicité de nos transactions .
1133,"Un grand merci
à wave"
1134,Sans vous j'allais perdre mon argent cadeau. J'ai perdu mon téléphone avec ma puce et mon compte wave était connecté sur la puce en question mais malgré que la puce n'était pas identifié à mon nom j'ai pû avoir mon argent. Wave merci pour toujours
1135,Wave ton merci finira jamais...
1136,"Merci beaucoup à vous. Mais attention on commence à faire face à des arnaqueurs se réclamant d'agent wave.
Il y a un proverbe qui dit. # les chenilles qui détruisent le gombo sont du gombo#"
1137,Affaire de carte visa wave là c'est comment ?
1138,"On attends notre carte virtuelle
Oubien oubien ya des conditions ?"
1139,"Eh je peux pas passer sans dire grand merci a wave côte d'ivoire
vous êtes"
1140,"Allons seulement grâce à vous à chaque instant du parcours on pense à vous. Quand on se souvient que pour une transaction de 5000f l'on payait comme Commission 500f, pour 10000f -1000 aujourd'hui c'est chose réelle. On avait que des anarqueurs. Nous vous Disons beaucoup merci."
1141,merci beaucoup pour la carte.
1142,Merci à vous
1143,Au moins tu as bière en main
1144,"J’ai Gros Sur Le Cœur Affaire De Carte Visa La. Ce Qui Me Fait Mal C’est Que Je Ne Peux Pas Faire Note Vocale
.
C’est Quel Déploiement Profressif Qui N’arrive Pas Depuis La"
1145,Très atteint.
1146,Svp wave : comment fonctionne la carte visa ? Je veux juste savoir ça cert à quoi
1147,On dirait on va commencer a se battre a cause de cette histoire de carte la maintenant hun
1148,"Mais Wave je n’ai pas reçu ma carte aussi hein
!"
1149,Plus que touchē
1150,En pleine journée
1151,Djidji hein on rires mais reconnais que wave es la meilleur réseau du monde actuellement Wallaye moi même je suis fière de vous
1152,"Merci
Wave Côte d'Ivoire
moi aussi j'ai reçu ma carte wave c'est toute ma vie"
1153,Graaaaave touché
1154,C'est fouaaaa
1155,Merci j’ai reçu ma carte bancaire wave virtuel. Merci
1156,Wave faut me faire wave j’attends un jeton si ça tombe je te rembourse
1157,Wave ou rien (Wor) !
1158,Pour toi est mieux
1159,Wave mes cadeaux son trop petit sciencer et puis je veux pas carburants la svp
1160,Wave merci bcp de m’avoir crédité je vous adore
1161,Tout le monde reçoit sa carte visa sauf moi eeeeeeh Wave
1162,Très touché
1163,"Cest pas facile dh fum
actuellement suis très nerveuse kan mon wave est vide"
1164,pourquoi wave fait des PRETS ça serai FOOORRMMMIIIDDDAAABBBBLLLEEEEE je vous assure
1165,"Mais dans tout ça la oh, le taux qui s'appliquent sur les paiements en ligne s'élèvent à combien ? J'ai ma carte mais je n'ai pas encore osé utilisé j'attend de savoir a combien s'élève le pourcentage"
1166,Très touchée
1167,Toi au moins tu a de la bière dans ta main epui tu es a la plage tu a payé ton transport pour arriver là bas au contraire tu es debout
1168,Wave sciencer dépôt wave
1169,"J'etais trop contente de voir l'onglet carte. Est c possible de l'avoir physiquement?
Wave Côte d'Ivoire"
1170,"Option Visa de Wave la fhum, c’est pas pour tout le monde oh.
Eux , ils vivent déjà dans 2030 pendant qu’on est encore en 2025.»
Franchement, ceux qui ont Visa sur Wave, on dirait qu’ils sont dans la loge secrète."
1171,"Je reçois de l'argent dans mon compte Tik tok mais je n'ai pas PayPal.
Si wave pouvait sciencer sur ce point aussi"
1172,Grave touché
1173,Affaire carte la c comment
1174,"Pingnougnouchou
sciencé pour ma carte prépayée j’ai trop baisoin de sa sciencé"
1175,Affaire de carte visa là même c’est comment ?
1176,Très très mais très mal touché
1177,C'est vide mais tu as l'argent de bière
1178,Vous avez envoyer carte visa à tout le monde sauf moi ok j’en tiendrai compte dans nos relations future
1179,"Wawe de mon Grdo
Jose Franck Djeli"
1180,"Tchiaaa on
en dirait ils ont élevé mon cœur
je tombe malade mm"
1181,Ouais c’est gâté
1182,Tellement vrai
1183,"Wave Côte d'Ivoire
merci pour la carte virtuelle. Il reste la physique maintenant. On va maintenir la pression sur eux bientôt !"
1184,"Wave Côte d'Ivoire
merci pour mon cadeau de 9000mille"
1185,Très vide même je crois pas
1186,"Wave Côte d'Ivoire
Anitcché dêh
ma carte vient d'arriver"
1187,"Quand le djê n’est pas calé, le mental est forcément décalé"
1188,Moi lorsque ma carte visa a été activée cet matin
1189,"Wave Côte d'Ivoire
quand c'est comme ça je me sans plus bien"
1190,"Wave Côte d'Ivoire
même doit songé à nous faire des dépôt suprise même tchiaai on utilise plus wave maintenant que les autre application envoyer les jeu quand on gagne on perçoit de l'argent tchiaai je suis galère inh"
1191,C’est bas même
1192,y’a plus mental même
1193,"En plus, touché en ce début du week-end même…..pouhaa !"
1194,Vous aussi la wave souvent faite semblant de créditer un peu par erreur quelques comptes vident ça motive ohhh . Ahhhh
1195,J'ai pas encore reçu ma carte visa
1196,djamo vous a un peu mis la pression ! en tout cas on vas testé mtn la visa card de wave
1197,Es que la carte visa offre un RIB ?
1198,Ça c'est moi ça
1199,Très très très touché
1200,"Wave Côte d'Ivoire
pourquoi toujours pas de crédit ?"
1201,Ma situation actuelle
1202,Djai sciencé 1000f seulement
1203,"J'avais tellement confiance en wave
, bon je suis toujours dans l'attente d'une suite favorable à ma requête. Sinon c'est pas bon même
."
1204,Mais wave pourquoi vous ne faites pas crédit aussi?
1205,Bonjour wave tout le monde a sa carte visa sauf moi heeeeeeeee
1206,Wave cote d' ivoire pardonnez donner nous un peu de crédit ça nous fera du bien
1207,J'étais dans le même un coup bim je sortie dans dos 32.000f actuellement sur mon compte ...
1208,"Wave Côte d'Ivoire
mon mental est très touché actuellement"
1209,"Wave Côte d'Ivoire
je dis oh wave affaire de carte visa virtuel là vous êtes à quel niveau tchai déployé la carte a tout le monde on va en profiter aussi c’est trop lent"
1210,"Ce qui me plaît Wave ne fait pas message pour te dire que tu dois te réabonner donc quand je vois le pingouin
je connais le suite hoooo. Glacé les choses là j'arrive hoooooooo"
1211,"Wave Côte d'Ivoire
je suis pas trop causant et ma carte"
1212,Le coffre est la
1213,"Quand j'aurai ma carte virtuelle
J'espère que vous ne m'avez pas oublié"
1214,"Wave Côte d'Ivoire
j'attends toujours ma carte visa"
1215,Très mal
1216,Mon wave actuellement
1217,"Wave Côte d'Ivoire
affaire de carte visa là c’est comment"
1218,"Wave cote d'ivoire le 21septembre sais mon anniversaire
ou mon compte est tellement vite parcke la rentré a tout fini mon l'argent donc science wave"
1219,Ahh toi au moins
1220,Très
1221,A quand la cate visa virtuel wave au Burkina faso
1222,"Wave Côte d'Ivoire
si je vous ai une fois injurié dites moi je vais vous demander pardon. Tout le monde à la carte prépayée sauf moi."
1223,Avec wave on avance
1224,Wave merci pour la carte Prépayer ( visa )
1225,Comment ma carte virtuelle
1226,"Avec
Wave Côte d'Ivoire
le mental n'est jamais touché"
1227,Je suis par terre ici depuis matin
1228,Wave je suis là depuis maintenant une semaine je ne fais que payer les frais dans le différent coin dans ma vie de Bouaflé stp faite une descente yeu sou fatiguéeee
1229,"Pfff, c'est atteint même"
1230,Il boit pour noyer ses soucis le mental est vraiment touché
1231,Ce sont les cadeaux que vous nous donnez là qui nous rendent cohan
1232,"Wave ma carte visa Hein.
Faut être dans secte pour avoir ça ou bien."
1233,"Ouais j’ai payé mon abonnement Netflix donc je peux payer pour Facebook, et Apple Music etc… ouais je suis tranquille sans frais"
1234,À l'heure là ma bouche est amère meme
1235,"Aaah depuis on vous demande de nous donner accès aux cartes prépayées wave, vous tournez en rond.
Djamo est entrain de sortir dans dos et prendre nos cœurs hein...
Restez là seulement pour conjuguer...
Orange aussi améliore sa carte prépayée et accessible à tous même si c'est payant, vous restez là seulement, depuis plusieurs mois on vous demande mais vous ne dites rien de bon... Ok"
1236,Je veux carte visa keh yakoi meme
1237,Tchrrr c est si tu es les moyens d avoir une bière que tu va vibssé
1238,Lourdement touché
1239,Donc dans affaire de carte aussi je suis irrecevable
1240,Quand mon wave est vide
1241,Toi au moins tu as toujours un peu pour t'acheter une bouteille
1242,Wave CI est-il normal de bloquer le compte d'un client pendant 2 semaines ?
1243,Faut sciencer
1244,"Wave Côte d'Ivoire
merci wave chou d'avoir activé ma carte prépayée"
1245,Trop même
1246,Donné carte visa wave la
1247,"Moi toujours en attente de ma carte
Est-ce que ma carte Visa Wave a besoin d’un visa pour venir jusqu’à moi ? Parce que ça traîne trop"
1248,"Deh que je vois pingouin bleu dans ma tête on
m'a fait un dépôt"
1249,Vous là restez pour donner proverbes seulement heinnn ne faites pas sortir les cartes Visa wave pour tous le monde heinnn yfy
1250,Il est fâché hoo
1251,Mon mental même ne répond actuellement
1252,Wave merci pour la carte
1253,"Carte wave là, c'est comme CNI ,il y'a couloir de ça aussi oublient ? Ahi donner les cartes on n'a des achats a faire aussi..."
1254,Moi mon cas je me noie hein
1255,Merci beaucoup pour la carte Visa
1256,J’ai ma carte visa Wave merci beaucoup
1257,C'est dosé
1258,On vous aimes inh mais la partie ou vous donnez cadeau 100f 50f onh onh j’ai pas aimé
1259,Aimée Khonan
1260,Merci a wave pour mon bon. J'ai mon neveu qui a pu retirer pour moi.
1261,"L'adversaire as trop volé nos parents quand je pense que pour envoyer simple 5000 à ton parents tu dois payer 600 comme commission puff
Wave Côte d'Ivoire
merci wave ci on attend vos puce avec vos logements wave"
1262,"Félicitations à nos 3 gagnants de la deuxième semaine
https://www.facebook.com/profile.php?id=61578153866046
https://www.facebook.com/simonpierre.yeo.58
https://www.facebook.com/ib.diakho
Chacun remporte 30 000 F de bons de LDF
Ils seront contactés très bientôt pour leur indiquer la procédure à suivre afin de rentrer en possession de leur lot
Merci à tous pour votre participation
Le jeu continue, alors tentez aussi votre chance en commentant sous ce post !
#WaveCI #JeuRentrée #ToujoursAvecVous"
1263,"Félicitations à nos 3 gagnants de cette premiere semaine
https://www.facebook.com/aimee.khonan
https://www.facebook.com/anselm.kessa
https://www.facebook.com/inoussa.yahiya.9
Chacun remporte 30 000 F de bons de LDF
Ils seront contactés très bientôt pour leur indiquer la procédure à suivre afin de rentrer en possession de leur lot
Merci à tous pour votre participation
Le jeu continue, alors tentez aussi votre chance en commentant sous ce post !
#WaveCI #JeuRentrée #ToujoursAvecVous"
1264,Djouo Anderson
1265,Mai Coulibaly
1266,"Félicitations à nos 4 gagnants de la troisième semaine
https://www.facebook.com/mai.coulibaly.597660
https://www.facebook.com/ferdinand.de.manfla
https://www.facebook.com/profile.php?id=61565398382271
https://www.facebook.com/franco.baresi.94043626
Chacun remporte 30 000 F de bons de LDF
Ils seront contactés très bientôt pour leur indiquer la procédure à suivre afin de rentrer en possession de leur lot
Merci à tous pour votre participation
#WaveCI #JeuRentrée #ToujoursAvecVous"
1267,Merci a vous wave
1268,Il y a t-il une agence WAVE à adjamé? Quelle en est la situation géographique exacte ??
1269,"On veut bonus
￼"
1270,Merci notre deuxième dieu
1271,"Wave Côte d'Ivoire
bon mois à vous aussi"
1272,Un grand merci à vous aussi
1273,"Wave Côte d'Ivoire
et carte de crédit la"
1274,C'est demain mon anniversaire un petit dépôt c'est le marketing aussi
1275,Depuis la je veux créer un compte wave business mais wave ne me réponds pas
1276,"Amen, a toi également notre pingouin adoré"
1277,Wave Côte d'Ivoire vous êtes les meilleurs
1278,"Je voudrais profiter de ce poste pour dire tout d’abord merci à Wave pour ce qu’il fait pour la population,et en même temps demander à Wave de terminer le travail en mobilisant les villes de l’intérieur notamment Bondoukou et surtout Bouna aux transactions via Wave. Car aujourd’hui moi j’ai eu l’habitude de faire que mes transactions via Wave. Ici à Bouna, c’est moi même qui les montrent comment avoir un compte Wave marchant etc… . J’ai beaucoup écris je m’arrête là. Tel est ma doléance. Merci"
1279,Vraiment wave côté d'Ivoire merci beaucoup
1280,Merci beaucoup mais champion
1281,Bon mois a vous aussi
1282,Merci vraiment à vous Mais si on pouvait avoir plusieurs coffres dans nos applications Wave ça allait être zoooo eunnn
1283,Merci à wave côté d'ivoire
1284,Sawadogo Zakaria Merci wave
1285,Bon mois a vous . Et que vous nous envoyez de bons projets pour nous aider encore plus
1286,"Merci mais voyez
Mon cas , je ne gagne que des bonus de 50f après chaque étape de mes achats."
1287,Merci wave mais si le bon moi était accompagné de 10k celà allait être trooop cool. Je vous aime beaucoup
1288,Wave je vous aime trop trop
1289,Amener Amener Amener Amener Amener Amener Amener Amener Amener Amener Amener Amener Amener Amener Amener
1290,"Merci
Wave Côte d'Ivoire
. C'est mon anniversaire le 20 Septembre donc je veux la carte Visa wave comme cadeau,"
1291,Faut donner crédit un jour
1292,Wave sur le coffre. On peut mettre l’argent jusqu’à combien
1293,Merci à vous de même
1294,Merci ! Et à toi également.
1295,"Depuis vendredi mon compte est bloqué. Jusqu'à présent je n'ai ai aucune suite, à chaque fois vos agents disent qu'ils vont me rappeler, mais rien
Wave Côte d'Ivoire"
1296,"Merci et à vous aussi.
Mais affaire de carte prépayée c’est comment hoooo wave Côte d’ivoire"
1297,Comment faire pour savoir si mon compte est plafonné
1298,Mais comment ont fait pour avoir crédit avec wave
1299,Nous serons très heureux d'avoir des cartes Visa wave
1300,Un septembre bien wavetisé
1301,Jai un ami qui veut m'envoyer de la cote d'ivoire pour le cameroun mais Il a seulement wave comment faire?
1302,Amen Merci wave
1303,Activités ma carte wave
1304,"Quand
Wave Côte d'Ivoire
souhaite bon mois de septembre, c'est que forcément ça va péter...."
1305,Bcp de depots wave à tous et bcp de cadeaux wave surtout !
1306,Merci beaucoup WAVE SÉNÉGAL
1307,Vous ne donnez jamais crédit aux gens ko bon mois
1308,Merci et amen
1309,"Nous constatons qu'il y'a frais de service Canal+ 200f sur nos abonnements canal+.
C'est vraiment abusé"
1310,Amen merci wave
1311,Merci beaucoup wave cote d ivoire
1312,Pourquoi le Bénin n'utilise pas wave
1313,C’est dépôt wave qui fait le mois oh
1314,J'attends la puce wave
1315,Comment je peux avoir ma carte visa wave s'il vous plaît.
1316,Moi wave m'a surprise hein à mon réveil je reçois chic bonus de 1000f. Wave merci
1317,Et l'option achat des unités de communication ?
1318,Amina yarabi Allah
1319,Merci pour tout se que vous faites dans notre vie que l'application reste jusqu'à 2090 Amen
1320,Merci la famille wave côté d'Ivoire bon mois de septembre à nous
1321,Amen merci beaucoup
1322,Bon mois pour moi aussi
1323,"Wave Côte d'Ivoire
a quand ma carte visa?"
1324,Wave a une bonne morale pour nous les Africains pourquoi supra la majorité des Africains merci à wave
1325,Merci wave continuer de nous faire vivre la magie
1326,Avec wave toujours calé
1327,"Faites vous allez créer carte sim, ça va nous faire plaisir"
1328,Svp quelqu'un peut m'expliquer comment faire paiement marchand et si y'a des frais ou pas
1329,"Merci
Wave Côte d'Ivoire
Mais dites moi pour les commerçants et les commerçantes qui n'ont pas d'android comment pourront-ils avoir accès à wave business pour leur commerce (il y a plusieurs qui m'ont demandé mais je n'ai su leur répondre car pour la plupart qui ont des besclav je les ait orienté pour avoir leur avoir la carte wave pour leurs transactions)"
1330,Merci à vous !
1331,Vous être les meilleurs wave
1332,"Wave ma carte
visa c'est pour quand ?"
1333,"Merci
Wave Côte d'Ivoire
j’attends mon cadeau de 1000000frs"
1334,"Wave Côte d'Ivoire
qu'Allah vous bénisse abondamment et vous donne la force de nous rendre toujours heureux"
1335,J'ai besoin d'un compte marchant
1336,"Wave Côte d'Ivoire
donner nous la carte virtuelle on es impatient"
1337,Amen merci à nos sauveteurs…. Bon vent à vous on attend les puces
1338,Je veux la carte wave aussi
1339,Vivement la carte Visa Wave Stp j’ai vraiment besoin de cela
1340,Verrouillé le coffre svp
1341,J'ai besoin d' une carte
1342,Merci beaucoup wave de côté d'ivoire
1343,J'attends un geste de ta part
1344,Merci
1345,Amen merci ! Que wave nous donne crédit d'argent comme les autres le fonds pour les gens !
1346,Carte visa oh
1347,J'ai installé WAVE business pour un paiement quotidien de 15000f. Mais les frais sont prélevés pour chaque paiement. Pourquoi ?
1348,Merci... Mais ça peut être accompagné de la carte Visa Wave
1349,Wave nous allons avoir puce Wave quand ?
1350,Merciiiiiiii
1351,"Merci
Wave Côte d'Ivoire
excellent moi à vous également
N’oubliez pas lés bonus"
1352,Vous êtes les meilleurs wave je viens de gagner 10 000 FCFA trop heureux ce matin sa va faire mon poulet de ce soir propre avec un bon jus d'ananas
1353,"Je suis bien fière de wave car étant à la maison je peux retirer mon salaire grâce à la liaison de mon compte bancaire a wave, félicitations à wave"
1354,Merci vraiment à vous pour tous ce que vous faites pour la nation.
1355,C'est quoi la carte virtuelle de wave ??
1356,Amen je reçois
1357,On veut cadeau
1358,"Nous qui sommes nés dans ce mois, je sens que
Wave Côte d'Ivoire
va trop nous chouchouter !"
1359,"Wave Côte d'Ivoire
jai pas écore reçu pour moi malgré mais mise à jour"
1360,"Un jour je suis sortie sans argent physique, aller retour, déjeuner, petit don tout par waves je dis wai!!! Imaginons maintenant ce qu’on a pas encore découvert"
1361,"Wave Côte d'Ivoire
c’est mon anniversaire aujourd’hui"
1362,Moi on m'a surnommé wave partout c'est wave mais pardonnez augmente un peu mes bonus
1363,"J'ai pris un ''tire'' dans un bistrot et réglé la note par wave (100F). Wave me donne 500 comme cadeau.
Résumé : buvons tous les SIAGUÉI, DECHIRER CALEÇON, 4H,... payons par wave. Ça rend riche."
1364,Sachez que wave sort toujour dans dos
1365,"En tout cas c'est simple rapide et efficace. Wave merci deh, affaire de il n'y a plus pas monnaie est finie"
1366,Ici à Abidjan même dans toilettes publiques on paye avec weve
1367,Wave merci pour le cadeau.
1368,Nous voulons aussi l'arrivée de wave au Bénin
1369,"Wave Côte d'Ivoire
je viens de faire un paiement avec la carte VISA de wave.. Franchement merci beaucoup !!.
La carte wave défie de loin toutes concurrences. Y'a pas l'homme, Ya pas chien ya pas chat !!!"
1370,Ouais ya pas son 2 wave
1371,"Wave Côte d'Ivoire
, dites moi , paiment Yako assurances il y'a frais ?"
1372,"Moi-même j'ai payé mais bouillie avec wave
, à la boutique même c'est wave seulement que j'utilise"
1373,Même moto taxi de Bouaké on paye par wave
1374,"Actuellement je suis à San pedro, j'ai gonflé mes pneus, et j'avais pas jetons 200f ,heureusement le gars avait
Wave Côte d'Ivoire
business"
1375,"Étape 146
Wave Côte d'Ivoire
Pardon faut sortir dans dos!!"
1376,"Même si tu as soif que ta pas la monnaie Wave est la tranquille quoi !
Je connais pas pour vous mais wave est le meilleur"
1377,"Y'a pas histoire de dire "" y'a pas monnaie hein, faut passer après"" ou "" monsieur votre argent est lisse hein"" on dirait que si on jette à terre ça va rester là-bas éternellement.
Wave Côte d'Ivoire
votre merci ne finira jamais, grâce à vous, on a décrou tout ce qui était crou"
1378,"Mais svp moi je sais pas comment avoir la carte, je suis commerçante dans un village à 28kl de Bouaké"
1379,"Wave Côte d'Ivoire
jusqu'à j'ai lié mon compte en banque a wave mais j'ai pas encore reçu la carte Visa vous voulez gâté ?"
1380,Dans peu de temps on ça sera difficile de voir l'argent en espèce même quelques choses 100f tu paies par wave
1381,"Je sais pas si tout le monde a ce sentiment mais avec wave je me sens comme si j'avais une carte bancaire trop sur de moi même.
Merci pingouin choux"
1382,Même curdent
1383,"Avec ""WEVE "" c'est sans stress"
1384,wave toujours
1385,Moi j'ai acheté galettes ce matin via wa5
1386,Wave a créer quelque chose hein
1387,"Moi je suis commercent
Je veux des gâteaux (50fr) l'unité grace a wave je vend tranquille sans me soucier de monnaie il y'a d'autres qui payent pour 50fr sur wave vraiment merci a vous"
1388,Comment on utilise carte visa wave pr payé
1389,"Sans doute les meilleurs
merci beaucoup WAVE"
1390,Le parcours 2
1391,"Sinon
Wave Côte d'Ivoire
carte virtuelle c’est comment??"
1392,"C'est le numéro 2
J'ai trouvé #WAVE CÔTE D'IVOIRE"
1393,Le deuxième chemin
1394,Chemin 2.
1395,Le chemin n*2
1396,"Quand est-ce que vous allez créer puce là
j’ai payé nouvelle téléphone rien que pour ça"
1397,Le chemin n°2
1398,C'est le chemin 2
1399,"Wave Côte d'Ivoire
ça serait pas mal de se lancer dans le domaine de l’internet.
Je veux bien voir les boxes WiFi Wave !"
1400,"Bonjour,
Je souhaiterais savoir si vraiment Wave a commencé la commercialisation d'une carte VISA quelconque.
Merci pour votre réponse et bonne continuation."
1401,Le chemin qui mène à Wave cadeaux est le chemin 2
1402,Numéro 2
1403,2
1404,"2
Wave Côte d'Ivoire"
