Unnamed: 0,comments,Service,clean_sentence,sentiment,cluster,nb_mots,x,y
534,Moi j'ai la carte j'ai reçu pr moi ya 4 jour mais je sais pas comment utiliser sa expliquer moi svp,WAVE,carte recevoir jour savoir utiliser expliquer svp,POSITIVE,2,7,0.0021951387395733337,-0.110709796545246
535,Comment on fait pour avoir cette carte,WAVE,carte,POSITIVE,2,1,0.1497619909854402,-0.30237020523839825
536,"Salut comment vous allez
Pour avoir la carte bancaire wave que sont les procédures",WAVE,salut aller carte bancaire wave procédure,POSITIVE,0,6,0.05863419307682485,-0.10369448016358232
537,ouiiiiii wave côte d'ivoire les meilleurs,WAVE,ouiiiiii wave côte ivoire meilleur,POSITIVE,1,5,0.5310870117668413,0.19529070048428082
538,A quand l épargne et le prêt wave,WAVE,épargne prêt wav,NEGATIVE,0,3,-0.048621213254192414,-0.05830986212258767
539,"Wave Côte d'Ivoire
comment fait-on pour activer la carte virtuelle ???",WAVE,wave côte ivoire activer carte virtuel,POSITIVE,1,6,0.4432797110660403,0.013772247471192408
540,Mais les gens prennent 100f avec l'homme toujours,WAVE,prendre homme,POSITIVE,0,2,-0.05833023780213143,-0.036612694695206394
541,Est ce que avec cette carte virtuelle on peut faire achat sur Alibaba,WAVE,carte virtuel faire achat alibaba,POSITIVE,2,5,0.019367728527461738,-0.12972477225146792
542,Dans mon quartier on impose 100fr,WAVE,quartier imposer,POSITIVE,0,2,-0.0548284465553438,-0.034786628328633676
543,"Wave Côte d'Ivoire
le peuple est fière de vous",WAVE,wave côte ivoire peuple fier,POSITIVE,1,5,0.4129588413931258,0.13287089221217016
544,"Merci infiniment de nous simplifier la vie
(Avec wave Tout est facile )",WAVE,infiniment simplifier vie wave facile,POSITIVE,0,5,0.01843463143622506,-0.034877844571721724
545,Je n'ai pas encore voiture mais toujours bonus jusqu'à 1000 sur mon prochain paiement de carburant,WAVE,voitur bonus prochain paiement carburant,POSITIVE,0,5,-0.05595293608509488,-0.033303551441179566
546,Coucou wave est ce possible de pouvoir verrouiller son coffre svp ? Le coffre aussi doit avoir un mot de passe,WAVE,coucou wav pouvoir verrouiller coffre svp coffre mot passer,POSITIVE,0,9,-0.0485899714786502,-0.05311176204158792
547,"Wave Côte d'Ivoire
svp expliquez nous c'est dans quel loge il faut rentrer pour avoir la carte visa de wave ? Tchai",WAVE,wave côte ivoire svp expliquer loge falloir rentrer carte visa wave tchai,NEGATIVE,1,12,0.37338233982761065,-0.05554133493758111
548,Wave svp à quand les puces wave ?,WAVE,wave svp puce wav,POSITIVE,0,4,0.03646369948382512,-0.06465674256177249
549,mais et les cotisations de CMU sont-ils opérationnelle?,WAVE,cotisation cmu opérationnel,POSITIVE,0,3,-0.05100490213538047,-0.034404661673603364
550,Merci wavcoted'ivoire,WAVE,ivoire,NEUTRAL,1,1,0.36435079987436464,0.1553722720327281
551,"Un arnaqueur en direct sur tiktok hinn
Il m'a bloqué
Wave Côte d'Ivoire",WAVE,arnaqueur direct tiktok hinn bloquer wave côte ivoire,NEGATIVE,1,8,0.30322664916349806,0.0984307827738686
552,Wave maintenant vous percevez des frais pour le réabonnement canal,WAVE,wave percevoir frais réabonnement canal,POSITIVE,0,5,0.00866817910353964,-0.036388929696013636
553,"Wave un jour, wave toujours",WAVE,wave jour wave,NEUTRAL,0,3,0.10926021814045118,-0.0376023887684062
554,Vous maintenant on vous comprends là où on besoin de vos services c'est pas le car c'est quand vous allez vendre les unités on n'a plus besoin de ça que tout,WAVE,comprend besoin service aller vendre unité besoin,NEGATIVE,0,7,-0.05775673939081102,-0.03473875434071891
555,"Wave Côte d'Ivoire
votre symbole, c'est un manchot où un pingouin ?",WAVE,wave côte ivoire symbole manchot pingouin,NEGATIVE,1,6,0.4911613639451131,0.1586471673213286
556,J'adore wave,WAVE,adorer wav,POSITIVE,0,2,-0.05307409257773553,-0.07750390056634242
557,C’est SUPER !,WAVE,super,POSITIVE,0,1,-0.05204449660856137,-0.02973903435299309
559,"Wave Côte d'Ivoire
Je t'aime",WAVE,wave côte ivoire aime,POSITIVE,1,4,0.5838468590804627,0.2086311766295556
560,Wave activé carte prépayée la sur mon compte maintenant sa durer hein purée,WAVE,wave activer carte prépayer compte durer hein purer,NEUTRAL,2,8,0.07914104538652551,-0.09266647057676625
561,Wave je vais pas vous donner mon numéro vous aller activer ma carte je doit faire quelle que achat demain,WAVE,wave donner numéro aller activer carte faire achat demain,NEGATIVE,0,9,0.04867637083797613,-0.09098411598317344
562,"Merci beaucoup
vous êtes les meilleurs",WAVE,beaucoup être meilleur,POSITIVE,0,3,-0.04516611761537512,-0.012278898803548181
563,"Mais les frais sur le paiement canal
, on aurait pu avoir une petite notification hein!
Wave Côte d'Ivoire
, je ne vous ai pas connu comme ça hein!",WAVE,frais paiement canal petit notification hein wave côte ivoire connaître hein,NEGATIVE,1,11,0.25374537900121097,0.08702376181123594
564,Nous on est impatients pour l'achat des unités via wave,WAVE,impatient achat unité wave,POSITIVE,0,4,0.028031114726461887,-0.04040531377286006
565,Merci Wave cote d'ivoire,WAVE,wave cote ivoire,POSITIVE,0,3,0.1383778865222383,0.012631078066725494
566,Merci pingouïnou,WAVE,pingouïnou,NEGATIVE,0,1,-0.051871959412641014,-0.03167640228432689
568,Wave merci bien,WAVE,wave bien,POSITIVE,0,2,0.05931351287290995,-0.03520029804936798
569,"Bonjour
Wave Côte d'Ivoire
svp ma carte merci",WAVE,bonjour wave côte ivoire svp carte,POSITIVE,1,6,0.4090323524583934,0.054365443516819455
570,"CMU, CONTRAVENTIONS ET IMPÔTS",WAVE,cmu contravention impôt,NEGATIVE,0,3,-0.05339412951106664,-0.033599057489416044
571,"Wave Côte d'Ivoire
a quand mon compte visa wave ?",WAVE,wave côte ivoire compte visa wave,POSITIVE,1,6,0.6353615378662916,0.08071947792117641
572,"Prenez la peine de débloquer le compte des gens d’abord !!
Depuis Avril compte bloqué et malgré les réquisitions envoyées par le commissariat pour débloquer le compte !!
Et même des personnes du service client me disent que c’est pas normal !!
Le service fraude ne fait donc pas son travail certainement !!
A fuir !!!",WAVE,prendre peine débloquer compte avril compte bloquer réquisition envoyer commissariat débloquer compte personne service client dire normal service fraude travail certainement fuir,NEGATIVE,0,22,-0.06297391837827265,-0.01588526095332755
573,"Wave Côte d'Ivoire
WAVE WAVE, je vous ai appelé combien de fois. Je suis fatigué si vous ne voulez pas me donner la carte ne me donnez plus jamais. On vous appelle vous dites que c'est progressivement nos amis qui reçoivent là leur progressivement est comment et pour nous là c'est comment.
En tous cas je ne suis pas content
.
Cordialement",WAVE,wave côte ivoire wave wave appeler fois fatiguer vouloir donner carte donner jamais appeler dire progressivemer ami recevoir progressivement cas content cordialement,NEGATIVE,1,22,0.23617287652518087,0.005294688871869803
574,est il possible de pouvoir payer le salaire par nos collaborateurs?,WAVE,pouvoir payer salaire collaborateur,NEGATIVE,0,4,-0.05084286656758188,-0.029549816057341537
575,Moi j'attends les puces wave,WAVE,attend puce wav,POSITIVE,0,3,-0.044800502025127295,-0.06828695231204393
576,"Regard comment c'est simple avec
Wave Côte d'Ivoire",WAVE,regard simple wave côte ivoire,NEUTRAL,1,5,0.3941273554493158,0.12958835081462686
577,A quand les impôts ?,WAVE,impôt,NEGATIVE,0,1,-0.054214588827755726,-0.03055900268511153
578,"Partout où il y a paiement
Wave Côte d'Ivoire
je suis partant sinon je bouge",WAVE,partout paiement wave côte ivoire bouger,NEGATIVE,1,6,0.37461994816183786,0.12592594397378334
579,Moi j'attends de pouvoir recharger mon compte PlayStation store en utilisant mon compte wave,WAVE,attend pouvoir recharger compte playstation stor utiliser compte wave,POSITIVE,0,9,0.0032369780749071397,-0.03610443089819132
580,Moi j’attends ma carte visa,WAVE,attend carte visa,NEUTRAL,2,3,0.09506661953612501,-0.2652678422890544
581,Fait vous allez créer votre puce svp,WAVE,aller créer puce svp,POSITIVE,0,4,-0.05505196372661011,-0.038821413049508854
582,"Wave Côte d'Ivoire
Le peuple veut savoir si cela est vrai seulement on va cotiser pour envoyer les gens de ÉVENT LES GARS DE SURPRISE pour vous faire une surprise en guise de remerciement pour ce que vous avez faire pour la population ivoirienne",WAVE,wave côte ivoire peuple vouloir savoir vrai cotiser envoyer évent gars surprise faire surprise guise remerciement avoir faire population ivoirien,NEGATIVE,1,20,0.15253889086125355,0.03616466840317485
583,Merci wave pour mon cadeau de 10k le week- end passé sur mon compte après avoir payer ma facture de 500f par wave dans une surface,WAVE,wav cadeau end passer compte payer facture wave surface,NEUTRAL,0,9,0.01456437883960252,-0.048855500053108555
584,Quand pour la carte CMU,WAVE,carte cmu,POSITIVE,2,2,0.009211539267719735,-0.1180345814400832
585,"Wave je ne veux plus la carte visa.
Depuis combien d'années.je suis fatigué d'attendre.
Wave Côte d'Ivoire",WAVE,wave vouloir carte visa fatiguer attendre wave côte ivoire,NEGATIVE,1,9,0.4411385396612084,-0.053733963113805204
586,Merci wave. On est ensemble jusqu'à la gare,WAVE,wav ensembl gare,POSITIVE,0,3,-0.04533896497544513,-0.05886118580452549
587,Moi je n'arrive plus à vous par le1315,WAVE,arriver,POSITIVE,0,1,-0.053594127545593444,-0.03146911177827298
588,Pour avoir carte virtuelle on dois etre dans secte oubien,WAVE,carte virtuel devoir secte oubien,POSITIVE,2,5,0.03708084606884534,-0.14334118648379257
589,Merci pour tout mais dites à quoi servent les 200 pour le rechargement de canal ?,WAVE,dire servir rechargement canal,POSITIVE,0,4,-0.05062786739707075,-0.032058571679295295
590,Le pingouin fait des merveilles chaque jour félicitations,WAVE,pingouin merveille jour félicitation,POSITIVE,0,4,-0.05907249044677154,-0.035120607621099045
591,"Wave vous êtes venu soulager toute une population qui souffraient des désastres que causaient les autres, nous tous on a applaudit votre service, pour cela encore merci.
Mais dites nous ce que servent les 200f supplémentaires à chaque recharge de canal+? Si vous ne quittez pas derrière cette magouille, soyez en sûr que façon on vous a soulevé c'est comme ça qu'on va vous déposer.",WAVE,wave être venir soulager population souffrir désastre causer applaudir service dire servir supplémentaire recharge quitter magouille être sûr soulever déposer,NEGATIVE,0,20,-0.021627058683575718,-0.02283690166589509
593,"Merci a vous aussi pour l'ajout d'une carte prépayée parmi les fonctionnalités.
Je suis fan
Wave Côte d'Ivoire",WAVE,ajout carte prépayer fonctionnalité fan wave côte ivoire,POSITIVE,1,8,0.449536484767062,0.05466592603436468
594,"Wave Côte d'Ivoire
pensez vraiment a bien sécurisé les fonds des personnes quand il perdent leur téléphone car deux jours là trop d'histoire similaire lors de la perte de leur téléphone",WAVE,wave côte ivoire penser vraiment bien sécuriser fonds personne perdre téléphone jour trop histoire similaire perte téléphone,NEGATIVE,1,17,0.1641237469150657,0.05013726097170263
595,"Merci beaucoup wave pour la carte visa.
Il était très difficile d'avoir une Carte visa",WAVE,beaucoup wav carte visa difficile carte visa,NEUTRAL,2,7,0.11319846087699985,-0.3041146364425419
596,"Merci pour tout mais j'ai une doléance faites aussi qu'on puisse payer nos cotisations CMU avec
Wave Côte d'Ivoire
svp",WAVE,doléance fait pouvoir payer cotisation cmu wave côte ivoire svp,NEGATIVE,1,10,0.21357581469050715,0.05850818768557394
597,Wave c'est l'homme aussi,WAVE,wave homme,POSITIVE,0,2,0.05898190910774303,-0.04001450442928678
598,"Merci beaucoup
Wave Côte d'Ivoire
Mais et Affaire de Carte Visa là ?
tout le monde n’a pas encore reçu hein",WAVE,beaucoup wave côte ivoire affaire carte visa monde recevoir hein,NEGATIVE,1,10,0.3171157986902324,-0.05646963681953012
599,"Wave aujourd'hui
Wave toujours
Merci beaucoup à vous, mais j’aurai ma carte visa virtuelle prépayée quand s’il vous plaît
.
Wave Côte d'Ivoire",WAVE,wave wave beaucoup avoir carte visa virtuelle prépayée plaire wave côte ivoire,NEGATIVE,1,12,0.4103113518119672,-0.04341616497643159
600,"Monsieur le CM de
Wave Côte d'Ivoire
dite au boss que la population dit qu’il n’a cas mettre un numéro chacun va faire un geste même si c’est 5fr juste pour vous dire merci",WAVE,monsieur wave côte ivoire boss population cas mettre numéro faire geste,NEGATIVE,1,11,0.29935548390103955,0.10111181005125569
601,Comment fait pour avoir la carte en main. J'ai la carte déjà sur l'application.,WAVE,carte main carte application,POSITIVE,2,4,0.049471382697230795,-0.17121096082228615
602,Et ma carte depuis la ça vient pas,WAVE,carte venir,POSITIVE,2,2,0.01841316879067305,-0.1254878315637805
603,Comment être un distributeur de votre carte,WAVE,distributeur carte,POSITIVE,2,2,0.028685918401215392,-0.13964735292863667
604,"Svp j'ai un problème j'arrive plus à me connecter sur mon compte wave
La puce refuse de s'afficher pourtant elle n'est pas identifier que dois-je faire je connais le numéro et le mot de passe",WAVE,svp problème arriver connecter compte wave puce refuser afficher pourtant identifier devoir faire connaître numéro mot passer,NEGATIVE,0,17,-0.023349480605251043,-0.027770824102589946
605,"Merci à
Wave Côte d'Ivoire
pour tout
Je vous demande pardon de garder nos habitudes quand ont arrive à l'intérieur
Facilité les opérations, les comptes marchands
Iriéflaonline Officiel",WAVE,wave côte ivoire demande pardon garder habitude arriver intérieur facilité opération compte marchand iriéflaonline officiel,NEGATIVE,1,15,0.19589824294863675,0.06452245292470825
606,"Wave , j'aimerais créer un compte plafonné
Se qui va me permettre de faire des dépôts de plus d' 1millions",WAVE,wave aimer créer compte plafonner permettre faire dépôt,POSITIVE,0,8,-0.011841714956618737,-0.03371365470166514
608,Wave a pris tous le relère forttttt,WAVE,wave prendre relère forttttt,NEUTRAL,0,4,0.05877820566255968,-0.036614088479533444
609,"Waveeeeeeeeeeeeeeeeee côté d'ivoire
s'était mon anniversaire même pas reçu un message hummmm leS pingouins violet ont fait pas sa heinnn",WAVE,waveeeeeeeeeeeeeeeeee côté ivoire anniversaire recevoir message hummmm pingouin violet heinnn,NEGATIVE,0,10,0.022795954167379437,-0.005407759096649242
610,Affaire de carte visa là si tu n'est pas influent ou un debout impossible de l'avoir,WAVE,affaire carte visa influer impossible,NEGATIVE,2,5,0.07973304933089942,-0.23871315682833386
611,"Nous avons besoin d'un guichet automatique.
Wave Côte d'Ivoire",WAVE,besoin guichet automatique wave côte ivoire,NEUTRAL,1,6,0.36814367133638604,0.11599295378259637
612,"Wave ooh, je veux savoir qqch inh..
À Yamoussoukro les paiements marchants, on paie des frais ??
Parce que bien que ça ne propose pas, la vendeuse insiste pour que tu ajouté les frais dessus..
Walaye j'ai bien fais palabre, j'ai bâtard jusqu'à... mm si c'était 35 Fr les frais
.
Mais vraiment je veux comprendre svp.",WAVE,wave ooh vouloir savoir quelque chose inh yamoussoukro paiement marchant payer frais bien proposer vendeur insister ajouter frais walaye bien palabre bâtard frais vraiment vouloir comprendre svp,NEGATIVE,0,27,-0.025014838225631,-0.04162061065591076
613,Ils ont commencé à anarquer Les citoyens du pays au nom de weav il vous embrouille avec une communication sous prétexte d un dépôt weav gratuit et vous demande votre code secret si tu n ès pas vigilant il vont te faire ça bien ils sont sur tiktok actuellement c'est se ki se passe donc vigilance,WAVE,commencer anarquer citoyen pays nom weav embrouille communication prétexte dépôt weav gratuit demande code secret vigiler faire bien tiktok actuellement passer vigilance,NEGATIVE,0,22,-0.06049758037064435,-0.0344654196638843
614,"Wave Côte d'Ivoire
on veut acheter des unités",WAVE,wave côte ivoire vouloir acheter unité,NEGATIVE,1,6,0.31507389060370766,0.09349214039277916
615,Wave c'est l'homme hein. Maintenant mm 5fr je me promene plus avec tchaaiiii,WAVE,wave homme hein promene tchaaiiii,POSITIVE,0,5,0.01927618046561793,-0.031114935516046282
616,"Wave Côte d'Ivoire
l'homme va finis de faire achat plus de 500mil et vous envoyer cadeau on gratte pas de chance ... maintenant je vais retirer et payer c'est mieux .
Je vais mettre la mains sur vous",WAVE,wave côte ivoire homme fini faire achat envoyer cadeau gratter chance retirer payer mieux mettre main,NEGATIVE,1,16,0.20213934939921785,0.051330165532137435
617,On a compris mais nous notre affaire d'unité la c'est comment ?,WAVE,affaire unité,POSITIVE,0,2,-0.04794889209923137,-0.04370589601116832
618,"Wave Côte d'Ivoire
donc avec vous ont va payer frais de rechargement canal+",WAVE,wave côte ivoire payer frer rechargement,NEGATIVE,1,6,0.4438020204060472,0.14888736573520933
619,Vraiment merci beaucoup wave pour grand service client fidèle,WAVE,vraiment beaucoup wav grand service client fidèle,POSITIVE,0,7,-0.04992168669489191,-0.050478380759177884
620,On a besoin maintenant votre carte magnétique svp,WAVE,besoin carte magnétique svp,NEUTRAL,0,4,-0.00439616298225408,-0.10229633295689634
621,À quoi ça sert de donner un cadeau vide à quelqu'un ? J'ai pas aimé hein,WAVE,servir donner cadeau vide aimer hein,POSITIVE,0,6,-0.04495545748155091,-0.0302910724454684
622,Bonjour wave cote d ivoire. J’ai un problème. Je suis en Europe mais je veux agrandir mon compte jusqu’à 5m comment faire svp,WAVE,bonjour wave cot ivoire problème europe vouloir agrandir compte faire svp,NEGATIVE,0,11,0.05196265419947102,-0.00901380084413238
623,Wave j'ai pas encore vu ma carte Visa,WAVE,wave carte visa,POSITIVE,2,3,0.22751634601410195,-0.3050996674603329
624,"Je fais tout mes transactions avec wave
tranquille",WAVE,transaction wave tranquille,POSITIVE,0,3,0.024955212543790087,-0.032046171268187006
625,"Wave Côte d'Ivoire
qu'est ce qui se passe à San pedro et puis les stations services refusent les payements par wave maintenant",WAVE,wave côte ivoire passer san pedro station service refuser payement wave,NEGATIVE,1,11,0.28865253654077294,0.07484023812410427
626,Wave on dirais pour avoir carte visa là vous regarder visage hin,WAVE,wave dire carte visa regarder visage hin,POSITIVE,2,7,0.076768861638167,-0.15514035935266793
628,Dieu bénisse tous les agents de wave partout dans le monde,WAVE,dieu bénir agent wave partout monde,POSITIVE,0,6,-0.00043708302938946786,-0.035005618246459806
629,"Vous qui vous battez d'être dans sectes pour avoir sa carte virtuelle, LOL revenez sur terre, la mienne vient d'être activé depuis hier et c'est chic hein , en même temps premier achat trop cool .
Wave Côte d'Ivoire
à vie",WAVE,battre secte carte virtuel lol revenir terre venir activer hier chic hein temps achat trop cool wave côte ivoire vie,NEGATIVE,1,20,0.20516278570058458,-0.0020745667105887392
630,"Wave Côte d'Ivoire
dites moi pourquoi est-ce que je suis bloqué, ça fait 1 semaine que n'arrive pas à passer la 22e étape pourtant je fais des achats. Je ne comprends rien",WAVE,wave côte ivoire dire bloquer semaine arriver passer étape pourtant achat comprendre rien,NEGATIVE,1,13,0.2007079794614727,0.06482507121922852
631,Vois êtes les meilleurs @wave !,WAVE,vois être meilleur,POSITIVE,0,3,-0.05542519795527526,0.00826883028229779
632,"Bonjour
Wave Côte d'Ivoire
je tenais personnellement à saluer tous les efforts que vous faites pour nous améliorer le quotidien mais cette affaire de carte visa là veut gâter hein . Tout mon entourage sauf moi ahiii c’est ancien discours ?",WAVE,bonjour wave côte ivoire tenir personnellement saluer effort fait améliorer quotidien affaire carte visa vouloir gâter hein entourage ahiii ancien discours,NEUTRAL,1,21,0.21012399830420955,-0.03977882498798503
633,"Merci
Wave Côte d'Ivoire
j'ai reçu ma carte prépayée",WAVE,wave côte ivoire recevoir carte prépayer,POSITIVE,1,6,0.48390756448388994,0.03553838238440427
634,A yopougnon on demande toujours 100f retrait comme dépôt,WAVE,yopougnon demande retraire dépôt,NEGATIVE,0,4,-0.05677510780601542,-0.028382692693984204
635,Mais les carte visa la voyez mon cas,WAVE,carte viser voir cas,NEUTRAL,2,4,0.01727488361871487,-0.11141652401641967
637,"Bonjour
Wave Côte d'Ivoire",WAVE,bonjour wave côte ivoire,POSITIVE,1,4,0.5645051998355639,0.1924338303728759
638,"Merci beaucoup les gars pour tous ce que vous faites pour les Ivoiriens. Mais j'ai une question à propos de la vente des unités, c'est confirmé ou pas ???",WAVE,beaucoup gars fait ivoirien question propos vente unité confirmer,NEGATIVE,0,9,-0.05305183562992504,-0.034881783001268735
639,Faites vous allez créer puce wave,WAVE,faites aller créer puce wave,POSITIVE,0,5,0.001409665583795961,-0.03671136420924708
640,"Bonjour
Wave Côte d'Ivoire
, je ne suis pas du tout content. Depuis la semaine passée je vous écris par rapport à votre API par messenger et par WhatsApp et on tourne en boucle. En effet, ils avaient demandé mes informations et j’ai fourni, ils disent d’attendre et je viens de vous relancer et me demander encore les mêmes informations. Je comprends plus, on tourne vraiment en boucle et jusque là j’ai pas eu des réponses pertinentes à mes requêtes ni une suite favorable. Quand bien même j’ai choisi de discuter avec un agent, j’ai l’impression de discuter en boucle avec un robot",WAVE,bonjour wave côte ivoire content semaine passer écrire rapport api messenger whatsapp tourne boucle demander information fournir dire attendre venir relancer demander information comprendre tourne vraiment boucle réponse pertinent requête suite favorable bien choisir discuter agent impression discuter boucle robot,NEUTRAL,0,40,0.07911632592582324,0.01733233651376609
641,Tu es unique wave,WAVE,unique wave,POSITIVE,0,2,0.07931430971091694,-0.03651612848112459
642,"Wave Côte d'Ivoire
où est ma carte visa",WAVE,wave côte ivoire carte visa,POSITIVE,1,5,0.6625770043163846,-0.03742532615248349
643,Comment ce faire t’il que certaine personnes ce vont passer pour des agents de wave pour avoir des informations sur notre compte sans que vous ne le sachiez,WAVE,faire personne passer agent wave information compte sachiez,NEGATIVE,0,8,0.008641566977977943,-0.03402545147224864
644,"Vous là donnez bon cadeaux
c’ quelle 100 frs vous donnez à l’homme la",WAVE,donner bon cadeau donner homme,POSITIVE,0,5,-0.04440448490887421,-0.040079032992497605
645,"Wave Côte d'Ivoire
La carte est où ?
Je vous attends depuis là",WAVE,wave côte ivoire carte attend,POSITIVE,1,5,0.4924679439885452,0.06086163881210154
647,Et ma carte ? De porter plainte !???,WAVE,carte porter plainte,NEUTRAL,2,3,-0.0011219930455277393,-0.10174481431179987
648,Pourquoi wave a gelé mes 30mil et depuiiis ya pas de suite ????,WAVE,wave geler depuiiis suite,NEUTRAL,0,4,0.052029019994368084,-0.03300226167320796
649,"Wave Côte d'Ivoire
c’est votre carte visa là j’attends comme ça depuis je vérifie mon application wave chaque 10 min mais je vois rien d’abord",WAVE,wave côte ivoire carte viser attend vérifier application wav min voir rien,NEGATIVE,1,12,0.27628659065816524,0.003512883079554868
650,"Wave est avare hein même dans vidéo c’est a moindre coût aussi . Vidéo Pingouin
. On vous aime Wave Côte d’Ivoire",WAVE,wave avare hein vidéo moindre coût vidéo pingouin aimer wave côte ivoire,NEUTRAL,1,12,0.24833455522925355,0.06489383625202427
651,J'ai reçu ma carte visa hier. Merci Wave,WAVE,recevoir carte viser hier wave,POSITIVE,2,5,0.1126168012406108,-0.1267890676019418
652,"Wave Côte d'Ivoire
, vous êtes les meilleurs ! Je suis vraiment satisfait de votre service. Je viens de payer avec la carte visa que vous m’avez donnée et je tenais à vous dire que Dieu vous bénisse. Vous êtes vraiment les meilleurs ! Je voudrais savoir s’il serait possible d’obtenir la carte physique, la carte Visa, s’il vous plaît.",WAVE,wave côte ivoire être meilleur vraiment satisfait service venir payer carte visa avoir donner tenir dieu bénisse être vraiment meilleur vouloir savoir obtenir carte physique carte visa plaire,POSITIVE,2,28,0.19595767780106185,-0.10428741905379013
653,"Wave Côte d'Ivoire
mais c’est comment pour ma carte prépayée ?",WAVE,wave côte ivoire carte prépayer,POSITIVE,1,5,0.5606388772735248,0.06943984082136821
654,Je veux multiple coffre eh depuis la,WAVE,vouloir multiple coffre,NEGATIVE,0,3,-0.05009643073984365,-0.05063017213346545
655,toujours kaler,WAVE,kaler,NEUTRAL,0,1,-0.051871959412641014,-0.03167640228432689
656,J’attends ma carte visa s’il vous plaît,WAVE,attend carte visa plaire,NEUTRAL,2,4,0.060683352133781975,-0.20739101045102368
657,"Bsr a part se souvenir des dernières dépôts et retraits ou le montant fixe sur votre compte, quelle solution wave propose a ses clients qui ont demandé de bloqué leurs comptes après une perte de téléphone de débloquer son compte,puisque vous avez pas d'agence pour les préoccupations",WAVE,bsr part souvenir dernier dépôt retrait montant fixe compte solution wav proposer client demander bloquer compte perte téléphone débloquer compte avoir agence préoccupation,NEGATIVE,0,23,-0.06317902790936379,-0.027727787175988505
658,Wave côte d'ivoire quant est ce que j aurais ma carte virtuelle ?,WAVE,wave côte ivoire avoir carte virtuel,POSITIVE,1,6,0.4360119960783129,0.023499490762588702
659,"C'est ça pourquoi nous qui avons été les premiers abonnés de wave, sommes toujours les derniers servi? Depuis que la carte est sortie nous n'en disposons pas. Mais je aime je vais faire comment ?",WAVE,être premier abonné wave être dernier servi carte sortir disposer aimer faire,POSITIVE,0,12,0.026271236675207692,-0.06788826238104928
660,Chose bizarre je n’ai jamais de cadeaux,WAVE,chose bizarre jamais cadeau,NEGATIVE,0,4,-0.052381118914053025,-0.031124569736967162
661,Wave j'ai récu un dépôt depuis le 06 qui vient du broukina hier je vais retiré on dit qu'il n'y a rien sur mon compte,WAVE,wave récu dépôt venir broukina hier retirer rien compte,NEGATIVE,0,9,0.010942337139690854,-0.022232854729886793
662,"Bonjour mr je me présente ahiman cedric
Moi et mes collaborateurs organisons des projets evenementiels nous avons besoin de sponsors comme faire pour travailler avec vous ??",WAVE,bonjour présente ahiman cedric collaborateur organiser projet evenementiel besoin sponsor faire travailler,POSITIVE,0,12,-0.052864095539741356,-0.033449743811049724
663,Wave j'ai pas encore reçu ma carte visa,WAVE,wave recevoir carte visa,POSITIVE,2,4,0.19722860078515936,-0.25765495561880447
664,Je veux ma carte visa,WAVE,vouloir carte visa,NEGATIVE,2,3,0.10689550070739483,-0.2862695071503902
665,On peut recevoir de l'argent à l'étranger ?,WAVE,recevoir argent étranger,NEGATIVE,0,3,-0.05366882686988626,-0.025255681855200166
666,"Bonjour Wave Côte-d’Ivoire
Une petite suggestion
Un système de dépôt automatique pour les coffre nous arrangerait bien surtout pour nous qui voulons épargner des fois on oublie d’allée mettre de l’argent dans le coffre
Ça sera bien si le coffre débitait directement chaque jour le montant que vous voulez épargnez
Merci",WAVE,bonjour wave petit suggestion système dépôt automatique coffre arranger bien vouloir épargner fois oublier allée mettre argent coffre bien coffre débiter jour montant vouloir épargner,NEUTRAL,0,25,-0.029707819529745567,-0.030706121997202705
667,Wave de mon cœur,WAVE,wave cœur,POSITIVE,0,2,0.05653467704378433,-0.035050403942884854
668,"Merci Wave, avec ma carte wave je paie moins sur Méta pour mes pubs.",WAVE,wave carte wav payer méta pub,POSITIVE,2,6,0.09026767956855801,-0.1480133548827213
669,Je n'ai pas encore reçu ma carte visa,WAVE,recevoir carte visa,POSITIVE,2,3,0.14219058456735692,-0.30333375540171237
670,"Merci wave pour ma carte virtuelle.
Est ce que depuis l'extérieur je peux faire des paiements?",WAVE,wav carte virtuel extérieur faire paiement,NEUTRAL,2,6,0.01880881411630299,-0.14110849599032288
671,"Je souhaiterais que wave, initie une option selon laquelle, les populations puissent contracter un prêt pour les différents besoins ( Commerce, business, ou autre projet) et les débiter selon un mode dont les populations seront à l'aise.",WAVE,souhaiter wave initier option population pouvoir contracter prêt besoin commerce business projet débiter mode population aise,NEUTRAL,0,16,-0.006379730172617126,-0.029069835111367293
672,Les champions tout terrain.,WAVE,champion terrain,POSITIVE,0,2,-0.05242030182148224,-0.03292710813191764
673,"Wave Côte d'Ivoire
, merci je viens de voir l'activation de ma carte prépayée",WAVE,wave côte ivoire venir voir activation carte prépayer,NEUTRAL,1,8,0.3182616407531595,0.03156837021800161
674,"Donc la carte virtuelle ont n’a pas le droit c’est quelque discrimination ça
Wave Côte d'Ivoire",WAVE,carte virtuel droit discrimination wave côte ivoire,POSITIVE,1,7,0.45608502481276286,0.025853256046492076
675,Merci beaucoup wave côte d'ivoire,WAVE,beaucoup wave côte ivoire,NEGATIVE,1,4,0.5649867519633492,0.17034687914494637
676,Forcément wave wave,WAVE,forcément wav wav,NEGATIVE,0,3,-0.04569638866767394,-0.08761400925476483
